"","ID","cv_window","cv_value","k_cv_value","full_length","species_names","Binomial","Replicate","Excluded_LPR_2022","Citation","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","start_year","end_year","unique_years","is_continuous","new_species","PValue_lm","PValue_mk","DetrendNeeded_lm","DetrendNeeded_mk","GBIF_ID"
"461",11286,5,0.162585069598262,0.160023917437713,FALSE,"Enhydra lutris","Enhydra_lutris",0,0,"Nichol, L. M., M. D. Boogaards, et al. (2009). ""Recent trends in the abundance and distribution of sea otters (Enhydra lutris) in British Columbia."" Canadian Science Advisory Secretariat Research Document 016: i-iv, 1-16.| Nichol, L. M., et al. (2015). Trends in the abundance and distribution of sea otters (Enhydra lutris) in British Columbia updated with 2013 survey results, DFO Canadian Science Advisory Secretariat. 039: vii + 31p.","Mammalia","Carnivora","Mustelidae","Enhydra","lutris","","(Linnaeus, 1758)","Sea otter","Vancouver Island, British Columbia","Canada","Canada","North America","NULL","NULL",49.39333,-126.75889,0,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Unknown",0,"Number of individuals","Counts from fixed-winged aircraft, helicopter, small boats, Coast Guard ship",1987,1995,9,TRUE,"Enhydra lutris",0.000225064329547166,0.0008,TRUE,TRUE,2433670
"462",11287,5,0.420353752832727,0.38325537403015,FALSE,"Enhydra lutris","Enhydra_lutris",0,0,"Nichol, L. M., M. D. Boogaards, et al. (2009). ""Recent trends in the abundance and distribution of sea otters (Enhydra lutris) in British Columbia."" Canadian Science Advisory Secretariat Research Document 016: i-iv, 1-16.| Nichol, L. M., et al. (2015). Trends in the abundance and distribution of sea otters (Enhydra lutris) in British Columbia updated with 2013 survey results, DFO Canadian Science Advisory Secretariat. 039: vii + 31p.","Mammalia","Carnivora","Mustelidae","Enhydra","lutris","","(Linnaeus, 1758)","Sea otter","Central British Columbia coastline","Canada","Canada","North America","NULL","NULL",51.66528,-128.21167,0,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Unknown",0,"Number of individuals","Counts from helicopter, small boat, Coast Guard ship",1990,1996,7,TRUE,"Enhydra lutris",0.109719600715593,0.382,FALSE,FALSE,2433670
"463",11289,5,0.164505651076828,0.161545158328025,FALSE,"Enhydra lutris","Enhydra_lutris",0,0," Estes, J. A., D. F. Doak, et al. (2009). ""Trend data do support the sequential nature of pinniped and sea otter declines in the North Pacific Ocean, but does it really matter?"" Marine Mammal Science 25(3): 748-754.","Mammalia","Carnivora","Mustelidae","Enhydra","lutris","NULL","(Linnaeus, 1758)","Sea otter","Attu island, Aleutian Islands, Alaska","United States","United States","North America","NULL","NULL",52.88528,172.95444,0,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Unknown",0,"Number of individuals","Counts from small boats (Skiffs)",1975,1980,6,TRUE,"Enhydra lutris",0.00518957681055227,0.0028,TRUE,TRUE,2433670
"464",11290,5,0.244447229469974,0.230911263906497,FALSE,"Enhydra lutris","Enhydra_lutris",0,0," Zagrebelnyi, S. V., V. V. Fomin, et al. (2008). ""Dynamics of abundance and population structure of sea otters, Enhydra lutris L., on the Commander Archipelago and activity of their migrations between Islands."" Russian Journal of Ecology 39(1): 41-47.","Mammalia","Carnivora","Mustelidae","Enhydra","lutris","","(Linnaeus, 1758)","Sea otter","Bering island (Part of the Commander islands)","Russian Federation","Russian Federation","Asia","NULL","NULL",54.99694,166.30833,0,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Unknown",0,"Number of individuals","Counts from small boats",1974,1989,16,TRUE,"Enhydra lutris",0.00000193991933965689,0.00000113094623905265,TRUE,TRUE,2433670
"465",11291,5,0.187031504652175,0.182957612713905,FALSE,"Enhydra lutris","Enhydra_lutris",0,0," Zagrebelnyi, S. V., V. V. Fomin, et al. (2008). ""Dynamics of abundance and population structure of sea otters, Enhydra lutris L., on the Commander Archipelago and activity of their migrations between Islands."" Russian Journal of Ecology 39(1): 41-47.","Mammalia","Carnivora","Mustelidae","Enhydra","lutris","","(Linnaeus, 1758)","Sea otter","Mednyi islands (Part of the Commander islands)","Russian Federation","Russian Federation","Asia","NULL","NULL",54.69389,167.74833,1,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Unknown",0,"Number of individuals","Survey from small boats",1981,1988,8,TRUE,"Enhydra lutris",0.225811034721102,0.276,FALSE,FALSE,2433670
"466",11298,7,0.141135733518462,0.139488165742262,FALSE,"Puma concolor","Puma_concolor",0,0," McBride, R. T., R. T. McBride, et al. (2008). ""Counting pumas by categorizing physical evidence."" Southeastern Naturalist 7(3): 381-400.","Mammalia","Carnivora","Felidae","Puma","concolor","coryi","(Linnaeus, 1771)","Mountain lion / Puma / Cougar","South Florida","United States","United States","North America","Americas","North America",26.2,-80.9,0,"Terrestrial","Neotropical","Flooded grasslands and savannas","NULL","NULL","NULL","NULL","NULL",0,"Annual count/individuals","Frequent consistant track searches",1985,1993,9,TRUE,"Puma concolor",0.147581100555141,0.137809707980861,FALSE,FALSE,2435099
"467",11299,3,0.100776624857302,0.0988787441869815,FALSE,"Meles meles","Meles_meles",1,0," van Apeldoorn, R. C., J. Vink, et al. (2006). ""Dynamics of a local badger (Meles meles) population in the Netherlands over the years 1983-2001."" Mammalian Biology 71(1): 25-38.","Mammalia","Carnivora","Mustelidae","Meles","meles","NULL","Linnaeus, 1758","European badger","Study area with sandy wooded bank and peatlands between Utrecht and Hilversum, Netherlands","Netherlands","Netherlands","Europe","Europe and Central Asia","Central and Western Europe",52.15028,5.15083,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"minimum number alive","direct counts",1983,2001,19,TRUE,"Meles meles",0.000000515737382952184,0.0000000865724942697859,TRUE,TRUE,2433875
"468",11422,9,0.155472660852468,0.153597119582047,FALSE,"Arctocephalus gazella","Arctocephalus_gazella",0,0," Guinet, C., P. Jouventin, et al. (1994). ""Long term population changes of fur seals Arctocephalus gazella and Arctocephalus tropicalis on subantartic (Crozet) and subtropical (St. Paul and Amsterdam) islands and their possible relationship to El Niño Southern Oscillation."" Antarctic Science 6(4): 473-478.","Mammalia","Carnivora","Otariidae","Arctocephalus","gazella","NULL","(Peters, 1875)","Antarctic fur seal","Amsterdam Island and St. Paul Islands","French Southern Territories","French Southern Territories","Antarctic","NULL","NULL",-37.83333,77.51667,1,"Marine","NULL","NULL","NULL","NULL","South temperate and Antarctic","Indian Ocean","Unknown",0,"Number of Females","Annual survey colonies",1983,1993,11,TRUE,"Arctocephalus gazella",0.00000494451849908603,0.0010766328645878,TRUE,TRUE,2433472
"469",11423,13,0.285485074406039,0.270579658606898,FALSE,"Arctocephalus tropicalis","Arctocephalus_tropicalis",0,0," Guinet, C., P. Jouventin, et al. (1994). ""Long term population changes of fur seals Arctocephalus gazella and Arctocephalus tropicalis on subantartic (Crozet) and subtropical (St. Paul and Amsterdam) islands and their possible relationship to El Niño Southern Oscillation."" Antarctic Science 6(4): 473-478.","Mammalia","Carnivora","Otariidae","Arctocephalus","tropicalis","NULL","(J.E. Gray, 1872)","Sub-antarctic fur seal","Amsterdam Island and St. Paul Islands","French Southern Territories","French Southern Territories","Antarctic","NULL","NULL",-37.83333,77.51667,0,"Marine","NULL","NULL","NULL","NULL","South temperate and Antarctic","Indian Ocean","Unknown",0,"Number of Females","Annual Colony surveys",1978,1993,16,TRUE,"Arctocephalus tropicalis",0.00361989044350973,0.00456226115322261,TRUE,TRUE,2433471
"470",11470,6,0.120328072988231,0.118862316205367,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"Panella, P., J. Herrero, et al. (2010). ""Long-term monitoring of Pyrenean chamois in a protected area reveals fluctuating population."" Hystrix - Italian Journal of Mammalogy 21(2): 183-188.","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","","Neumann, 1899","Pyrenean chamois","Aig??estortes i Estany de Sant Maurici National Park, Catalonia","Spain","Spain","Europe","Europe and Central Asia","Central and Western Europe",42.565519,0.929664,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Transects",1993,2009,17,TRUE,"Rupicapra pyrenaica",0.091360131408382,0.26605176012296,FALSE,FALSE,5220171
"471",11472,3,0.197478307265779,0.1873356946562,FALSE,"Capreolus capreolus","Capreolus_capreolus",0,0,"Arbieu, U. (2012). Predator community and prey dynamics. Department of Ecology, Grimsö Wildlife Station. Uppsala and Grimsö, Swedish University of Agricultural Sciences and Stockholm University. Master in Ecology.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","Grims?? Wildlife Research Station, ?¹rebro County, south-central Sweden","Sweden","Sweden","Europe","Europe and Central Asia","Central and Western Europe",59.666667,15.416667,1,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Population density","Pellet counts",1977,2011,35,TRUE,"Capreolus capreolus",0.0000556732800852067,0.0000337127599172583,TRUE,TRUE,5220126
"472",11474,3,0.0546669238931236,0.0541291690890329,FALSE,"Sus scrofa","Sus_scrofa",0,0,"Apollonio, M., R. Andersen, et al., Eds. (2010). European Ungulates and their Managment in the 21st Century, Cambridge University Press.","Mammalia","Artiodactyla","Suidae","Sus","scrofa","","Linnaeus, 1758","Wild boar / Wild pig","Hungary","Hungary","Hungary","Europe","Europe and Central Asia","Central and Western Europe",47,20,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Spring population size ","Unknown",1960,2005,46,TRUE,"Sus scrofa",0.0000000000000000000401021723694695,0.0000000000000000000120058647911414,TRUE,TRUE,7705930
"473",11475,3,0.325707426288812,0.303230172778789,FALSE,"Capreolus capreolus","Capreolus_capreolus",0,0,"Calenge, C., D. Maillard, et al. (2004). ""Reintroduction of roe deer Capreolus capreolus into a Mediterranean habitat: female mortality and dispersion."" Wildlife Biology 11(2): 153-161.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","The Petit Luberon state forest, Vaucluse department","France","France","Europe","Europe and Central Asia","Central and Western Europe",43.796376,5.16386,1,"Terrestrial","Palearctic","Mediterranean forests, woodlands and scrub","NULL","NULL","NULL","NULL","NULL",0,"Kilometric index (mean number of individuals seen per kilometre)","Individuals encountered along six circuits travelled on foot eight times during February-March early in the day were recorded",1996,2002,7,TRUE,"Capreolus capreolus",0.00353892011148687,0.0108,TRUE,TRUE,5220126
"474",11476,3,0.0498522579085503,0.0496504107545373,FALSE,"Capreolus capreolus","Capreolus_capreolus",1,0,"Narauskait?, G., K. P?telis, et al. (2011). ""Šilut? region seacoast roe deer Capreolus capreolus L. population quality."" Acta Biol. Univ. Daugavp. 11(1): 29-34.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","Tulkiarage game area near the Nemunas delta and the Baltic sea coast, ?ßilut?¨ region","Lithuania","Lithuania","Europe","Europe and Central Asia","Central and Western Europe",55.350866,21.358781,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of males and females","Direct counts",2007,2011,5,TRUE,"Capreolus capreolus",0.00313691058599254,0.0166,TRUE,TRUE,5220126
"475",11477,3,0.156997360299755,0.153650537244329,FALSE,"Capreolus capreolus","Capreolus_capreolus",0,0,"Vincent, J.-P., J.-M. Gaillard, et al. (1991). ""Kilometric index as biological indicator for monitoring forest roe deer populations."" Acta Theriologica 36(3-4): 315-328.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","St Arnoult-en-Yvelines state forest, Dourdan forest","France","France","Europe","Europe and Central Asia","Central and Western Europe",48.549228,1.960452,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Capture-mark-recapture",1980,1989,10,TRUE,"Capreolus capreolus",0.000473363835757014,0.0016717283964848,TRUE,TRUE,5220126
"476",11483,3,0.307281567689222,0.290640877572533,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). ""Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus."" Mammalian Biology - Zeitschrift für Säugetierkunde 71(2): 74-89.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","'Clay' area, Gorodok, Vitebsk region","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",55,31,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Red fox track trails per 1km per day","Snowtracking and trail counting of tracks on standard routes in early and late Winter",1984,2003,20,TRUE,"Vulpes vulpes",0.0311258746234732,0.0514529749788675,TRUE,FALSE,5219243
"477",11485,3,0.434055133805979,0.368142526016232,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). ""Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus."" Mammalian Biology - Zeitschrift für Säugetierkunde 71(2): 74-89.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","'Sandy' area, Polotsk, Vitebsk region","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",55,29,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Red fox track trails per 1km per day","Snowtracking and trail counting of tracks on standard routes in early and late Winter",1997,2003,7,TRUE,"Vulpes vulpes",0.736247686980913,1,FALSE,FALSE,5219243
"478",11486,3,0.22087919434556,0.211554633310073,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"Kauhala, K. and P. Helle (2000). ""The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts."" Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","100km2 area in Southern Finland","Finland","Finland","Europe","Europe and Central Asia","Central and Western Europe",60.780556,22.5,1,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ",1989,2000,12,TRUE,"Vulpes vulpes",0.904614885970729,0.890660347958231,FALSE,FALSE,5219243
"479",11487,3,0.23824153217166,0.226849922805061,FALSE,"Myodes glareolus","Myodes_glareolus",0,0,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). ""Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus."" Mammalian Biology - Zeitschrift für Säugetierkunde 71(2): 74-89.","Mammalia","Rodentia","Cricetidae","Myodes","glareolus","","Schreber, 1780","Bank vole","'Clay' area, Gorodok, Vitebsk region","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",55,31,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Bank voles captured per 100 snap-trap-nights","Snap trapping",1996,2003,8,TRUE,"Myodes glareolus",0.9532549073234,0.548,FALSE,FALSE,5706764
"480",11488,3,0.269270901810463,0.257516204597244,FALSE,"Myodes glareolus","Myodes_glareolus",0,0,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). ""Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus."" Mammalian Biology - Zeitschrift für Säugetierkunde 71(2): 74-89.","Mammalia","Rodentia","Cricetidae","Myodes","glareolus","","Schreber, 1780","Bank vole","'Sandy' area, Polotsk, Vitebsk region","Belarus","Belarus","Asia","Europe and Central Asia","Eastern Europe",55,29,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Bank voles captured per 100 snap-trap-nights","Snap trapping",1997,2003,7,TRUE,"Myodes glareolus",0.548096104988144,0.648582193569624,FALSE,FALSE,5706764
"481",11490,3,0.21839994774948,0.205210375312749,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts."" Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","Northern Finland","Finland","Finland","Europe","Europe and Central Asia","Central and Western Europe",66.355,25.664167,1,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ",1989,2000,12,TRUE,"Vulpes vulpes",0.733226808465537,0.243722284772174,FALSE,FALSE,5219243
"482",11491,3,0.252979606348872,0.24168790951975,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts."" Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","Central Finland","Finland","Finland","Europe","Europe and Central Asia","Central and Western Europe",63.626667,27.641667,1,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL",0,"Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ",1989,2000,12,TRUE,"Vulpes vulpes",0.218451570886666,0.372691490471518,FALSE,FALSE,5219243
"483",11493,3,0.161615066790134,0.157999439465122,FALSE,"Capreolus capreolus","Capreolus_capreolus",0,0,"Gottardi, E. (2011). Landscape openness effect on roe deer, Capreolus capreolus, behavior. Parma, University of Parma.	","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","7500 ha of mixed landscape, Comminges region of the Midi-Pyr?«n?«es, Aurignac canton, south-west France","France","France","Europe","Europe and Central Asia","Central and Western Europe",43.216667,0.866667,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Abundance index (total number of animal observed/km of survey)","Standardized car transects during winter.",2001,2010,10,TRUE,"Capreolus capreolus",0.00438931714428657,0.0166,TRUE,TRUE,5220126
"484",11495,3,0.122100327072807,0.120961331751074,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"FDC Côte d'Or (2011). Synthèse départementale des suivis de populations de lièvres d’Europe et de renards roux, Fédération Départementale des Chasseurs de la Côte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","Villecomte, C??te-d'Or departement, Bourgogne region","France","France","Europe","Europe and Central Asia","Central and Western Europe",47.508333,5.033333,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes",2007,2011,5,TRUE,"Vulpes vulpes",0.00703325385299426,0.0166,TRUE,TRUE,5219243
"485",11496,3,0.194069523610514,0.179803286953935,FALSE,"Capreolus capreolus","Capreolus_capreolus",1,0,"Ka?uzi?ski, J. (1982). ""Dynamics and Structure of a Field Roe Deer Population."" Acta Theriologica 27(27): 385-408.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","The experimental area of the Polish Hunting Association Research Station at Czempi?õ","Poland","Poland","Europe","Europe and Central Asia","Central and Western Europe",52.13333,16.733333,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Density (number of deer/100 ha)","Direct observations towards the end of winter.",1967,1980,14,TRUE,"Capreolus capreolus",0.0109008376658224,0.00859504637602393,TRUE,TRUE,5220126
"486",11499,3,0.075362118595097,0.0747357531902914,FALSE,"Capreolus capreolus","Capreolus_capreolus",0,0,"Wäber, C. (2010). Landscape scale deer management. School of Environmental Sciences, University of East Anglia.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","Thetford forest, Breckland, Eastern England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",52.454336,0.668793,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Estimated deer number","From 1970 to 1990 annual censuses were carried out - Visual counts and expert assessment by deer managers.",1971,1990,20,TRUE,"Capreolus capreolus",0.000000381050241918053,0.0000864569041331048,TRUE,TRUE,5220126
"487",11512,3,0.274903797291683,0.258137793736667,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"FDC Côte d'Or (2011). Synthèse départementale des suivis de populations de lièvres d’Europe et de renards roux, Fédération Départementale des Chasseurs de la Côte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","Cessey-sur-Tille, C??te-d'Or departement, Bourgogne region","France","France","Europe","Europe and Central Asia","Central and Western Europe",47.280556,5.227778,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes",2007,2011,5,TRUE,"Vulpes vulpes",0.108663052415245,0.234,FALSE,FALSE,5219243
"488",11513,3,0.113468099080625,0.112232894800348,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"FDC Côte d'Or (2011). Synthèse départementale des suivis de populations de lièvres d’Europe et de renards roux, Fédération Départementale des Chasseurs de la Côte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","GIC Petit Gibier, Vall?«e de l'Ouche, C??te-d'Or departement, Bourgogne region","France","France","Europe","Europe and Central Asia","Central and Western Europe",47.25,4.766667,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes",2007,2011,5,TRUE,"Vulpes vulpes",0.341153588096535,0.234,FALSE,FALSE,5219243
"489",11514,3,0.0602027511637702,0.060025530308587,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"FDC Côte d'Or (2011). Synthèse départementale des suivis de populations de lièvres d’Europe et de renards roux, Fédération Départementale des Chasseurs de la Côte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","Pleine de Genlis, C??te-d'Or departement, Bourgogne region","France","France","Europe","Europe and Central Asia","Central and Western Europe",47.233333,5.222222,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes",2007,2011,5,TRUE,"Vulpes vulpes",0.537128839326462,0.816,FALSE,FALSE,5219243
"490",11515,3,0.113093755518667,0.111578451474446,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"FDC Côte d'Or (2011). Synthèse départementale des suivis de populations de lièvres d’Europe et de renards roux, Fédération Départementale des Chasseurs de la Côte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","Val de Sa??ne, C??te-d'Or departement, Bourgogne region","France","France","Europe","Europe and Central Asia","Central and Western Europe",47.35,5.433333,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes",2007,2011,5,TRUE,"Vulpes vulpes",0.0285640984830973,0.234,TRUE,FALSE,5219243
"491",11516,3,0.213880133668029,0.206647332808741,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"FDC Côte d'Or (2011). Synthèse départementale des suivis de populations de lièvres d’Europe et de renards roux, Fédération Départementale des Chasseurs de la Côte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","Vingeanne, C??te-d'Or departement, Bourgogne region","France","France","Europe","Europe and Central Asia","Central and Western Europe",47.55,5.45,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes",2007,2011,5,TRUE,"Vulpes vulpes",0.775404339024883,0.816,FALSE,FALSE,5219243
"492",11518,3,0.15170941371318,0.146851976656579,FALSE,"Vulpes vulpes","Vulpes_vulpes",0,0,"FDC Côte d'Or (2011). Synthèse départementale des suivis de populations de lièvres d’Europe et de renards roux, Fédération Départementale des Chasseurs de la Côte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes","","Linnaeus, 1758","Red fox","Tille-La Norges, C??te-d'Or departement, Bourgogne region","France","France","Europe","Europe and Central Asia","Central and Western Europe",47.4,5.158333,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes",2007,2011,5,TRUE,"Vulpes vulpes",0.432320739005007,0.592,FALSE,FALSE,5219243
"493",11521,12,0.553476617424702,0.483516413145154,FALSE,"Halichoerus grypus","Halichoerus_grypus",0,0,"Lyons, D. O. (2004). Summary of National Parks & Wildlife Service surveys forcommon (harbour) seals (Phoca vitulina) and grey seals (Halichoerus grypus),1978 to 2003. H. a. L. G. Department of Environment. Dublin, Ireland, National Parks & Wildlife Service.","Mammalia","Carnivora","Phocidae","Halichoerus","grypus","","(Fabricius, 1791)","Grey seal","Inishkea Islands, Ireland","Ireland","Ireland","Europe","NULL","NULL",54.158414,-10.200806,0,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Atlantic Ocean","Unknown",0,"Estimated total population","Seal census counts",1981,1994,14,TRUE,"Halichoerus grypus",0.155750370649402,0.273561411724749,FALSE,FALSE,2434806
"494",11543,6,0.169777112196347,0.166854989700944,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"González-Quirós, P., P. Silva, et al. (2009). Dinámica poblacional del rebeco cantábrico en las reservas regionales de caza de Asturias, en el período 1985-2007. Population dynamic in the Cantabrian chamois (Rupicapra pyrenaica parva) in the game reserves of Asturias (North of Spain), between 1985-2007. El Rebeco Cantábrico (Rupicapra pyrenaica parva) Conservación y Gestión de sus poblaciones. F. J. Pérez-Barbería and B. Palacios. Ministerio de Medio Ambiente y Medio Rural y Marino, Madrid, Organismo Autónomo Parques Nacionales: 126-153.","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","parva","Neumann, 1899","Pyrenean chamois","Regional hunting reserves in eastern Asturias (Asturias oriental)","Spain","Spain","Europe","Europe and Central Asia","Central and Western Europe",43.140278,-5.235833,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of chamois","Annual counts in Summer made along the same routes simultaneously using multiple observers. Selected days with favourable weather conditions to maximise visibility",1995,2005,11,TRUE,"Rupicapra pyrenaica",0.00354852451085639,0.0292725091863045,TRUE,TRUE,5220171
