"","Species","GBIF_ID","mean_body_mass"
"2306","Mesoplodon ginkgodens",2440410,1500000
"2307","Mesoplodon grayi",2440419,2900000
"2308","Mesoplodon hectori",2440394,900000
"2309","Mesoplodon layardii",2440423,1500000
"2310","Mesoplodon mirus",2440417,2100000
"2311","Mesoplodon peruvianus",2440406,1060000
"2312","Mesoplodon stejnegeri",2440402,1930000
"2313","Metachirus nudicaudatus",9686324,404.333333333333
"2314","Micaelamys granti",4264923,40
"2315","Micaelamys namaquensis",4264922,61.8
"2316","Mico argentatus",5786456,343.2
"2317","Micoureus alstoni",2439894,177.5
"2318","Micoureus constantiae",2439904,73
"2319","Micoureus demerarae",2439898,96
"2320","Micoureus paraguayanus",2439895,363.3
"2321","Micoureus phaeus",2439889,70.005
"2322","Micoureus regina",2439890,68
"2323","Microcavia australis",2437626,305.745
"2324","Microcavia niata",2437627,254.9175
"2325","Microcavia shiptoni",2437625,185
"2326","Microcebus berthae",4266980,33.45
"2327","Microcebus coquereli",2436449,306.5490679
"2328","Microcebus griseorufus",4266977,69
"2329","Microcebus murinus",2436447,67.803422
"2330","Microcebus myoxinus",4266979,64.8
"2331","Microcebus ravelobensis",4266976,58.6
"2332","Microcebus rufus",2436448,66.9
"2333","Microcebus sambiranensis",4266978,49.06
"2334","Microcebus tavaratra",4266975,68.01
"2335","Microdillus peeli",2437725,10.18
"2336","Microdipodops megacephalus",2439502,12.2025
"2337","Microdipodops pallidus",2439501,14.375
"2338","Microgale brevicaudata",2432136,8.99
"2339","Microgale cowani",2432121,11.2675
"2340","Microgale dobsoni",2432129,41.2
"2341","Microgale drouhardi",2432133,12.05
"2342","Microgale dryas",2432137,40
"2343","Microgale fotsifotsy",2432120,7.7
"2344","Microgale gracilis",2432122,23.3
"2345","Microgale gymnorhyncha",2432126,18.2
"2346","Microgale longicaudata",2432130,8.08
"2347","Microgale monticola",2432134,13.9
"2348","Microgale parvula",2432123,3.53
"2349","Microgale principula",2432131,10.2
"2350","Microgale pusilla",2432125,3.4
"2351","Microgale soricoides",2432135,18.7
"2352","Microgale taiva",2432128,12.27
"2353","Microgale talazaci",2432132,45.025
"2354","Microgale thomasi",2432119,22.9
"2355","Microhydromys musseri",2438422,36.86
"2356","Microhydromys richardsoni",2438423,10.25
"2357","Micromurexia habbema",2435439,40.94
"2358","Micromys minutus",5219833,6.86
"2359","Micronycteris hirsuta",2433287,12.89
"2360","Micronycteris homezi",4265443,6.4
"2361","Micronycteris megalotis",2433289,6.4
"2362","Micronycteris microtis",7261690,6.4
"2363","Micronycteris minuta",2433286,6.9
"2364","Micronycteris schmidtorum",2433285,7.73
"2365","Microperoryctes longicauda",2435340,542.07
"2366","Microperoryctes murina",2435339,229.57
"2367","Microperoryctes papuensis",2435344,158
"2368","Micropotamogale lamottei",2432140,69.595
"2369","Micropotamogale ruwenzorii",2432139,109.13
"2370","Micropteropus intermedius",2432979,32.01
"2371","Micropteropus pusillus",2432978,25.38
"2372","Microryzomys altissimus",2437777,13.49
"2373","Microryzomys minutus",2437778,13.49
"2374","Microsciurus alfari",2437363,89.1225
"2375","Microsciurus flaviventer",2437361,92
"2376","Microsciurus mimulus",2437360,120
"2377","Microsciurus santanderensis",2437362,99.79
"2378","Microtus abbreviatus",2438630,58.03
"2379","Microtus agrestis",2438616,30.1872285266667
"2380","Microtus arvalis",2438606,25.6333333333333
"2381","Microtus bavaricus",2438594,29.27
"2382","Microtus brachycercus",4265022,20
"2383","Microtus breweri",2438615,53.55
"2384","Microtus cabrerae",2438668,47.75
"2385","Microtus californicus",2438603,48.5
"2386","Microtus canicaudus",2438593,35.2
"2387","Microtus chrotorrhinus",2438667,38.995
"2388","Microtus duodecimcostatus",2438619,22.71
"2389","Microtus fortis",2438675,63
"2390","Microtus gregalis",2438648,47.5
"2391","Microtus guatemalensis",2438646,37.745
"2392","Microtus guentheri",2438628,48.1316666666667
"2393","Microtus ilaeus",4265012,25.4
"2394","Microtus irani",2438601,48
"2395","Microtus kikuchii",4265019,46.3
"2396","Microtus levis",4265013,26.9
"2397","Microtus liechtensteini",4265021,23.16
"2398","Microtus limnophilus",2438595,33.1
"2399","Microtus longicaudus",2438621,31.35
"2400","Microtus lusitanicus",2438669,20
"2401","Microtus mexicanus",2438651,28.8
"2402","Microtus middendorffii",2438620,40.25
"2403","Microtus miurus",2438632,40.25
"2404","Microtus mongolicus",2438598,25.4
"2405","Microtus montanus",2438609,42.7666666666667
"2406","Microtus montebelli",2438676,33.1
"2407","Microtus multiplex",2438647,23.16
"2408","Microtus oaxacensis",2438614,36.52
"2409","Microtus ochrogaster",2438671,45.8
"2410","Microtus oeconomus",2438635,44.5
"2411","Microtus orcadnesis",8041396,30
"2412","Microtus oregoni",2438661,20.4625
"2413","Microtus paradoxus",4265015,48
"2414","Microtus pennsylvanicus",2438655,38.75203338
"2415","Microtus pinetorum",2438638,26.1
"2416","Microtus quasiater",2438592,40
"2417","Microtus richardsoni",2438626,81.175
"2418","Microtus savii",2438650,20
"2419","Microtus schidlovskii",4265017,48
"2420","Microtus socialis",2438670,48
"2421","Microtus subterraneus",2438660,18.3666666666667
"2422","Microtus townsendii",2438612,52.6598885833333
"2423","Microtus umbrosus",2438599,41.99
"2424","Microtus xanthognathus",2438664,80.575
"2425","Millardia gleadowi",5219778,70
"2426","Millardia meltada",5219777,67.4
"2427","Mimetillus moloneyi",2432527,8.89
"2428","Mimon bennettii",2433309,12.9
"2429","Mimon cozumelae",4265293,26.195
"2430","Mimon crenulatum",2433310,13.91
"2431","Mimon koepckeae",4265291,13.91
"2432","Miniopterus africanus",4266204,14.9
"2433","Miniopterus australis",2432508,7.4
"2434","Miniopterus fraterculus",2432504,7.38
"2435","Miniopterus fuscus",2432511,10.905
"2436","Miniopterus inflatus",2432507,14.9
"2437","Miniopterus macrocneme",4266214,7.565
"2438","Miniopterus magnater",2432503,13
"2439","Miniopterus majori",4266189,11.46
"2440","Miniopterus manavi",4266178,7.81
"2441","Miniopterus medius",4266205,10.91
"2442","Miniopterus natalensis",7261853,11.185
"2443","Miniopterus paululus",7261851,7.53
"2444","Miniopterus pusillus",2432506,7.6
"2445","Miniopterus robustior",2432502,10.46
"2446","Miniopterus schreibersi",9796816,11
"2447","Miniopterus schreibersii",9796816,11.695
"2448","Miniopterus shortridgei",4266209,7.4
"2449","Miniopterus tristis",2432505,15.17
"2450","Miopithecus talapoin",2436591,1373.5
"2451","Mirounga angustirostris",2434813,975670.352
"2452","Mirounga leonia",2434814,499250
"2453","Mirounga leonina",2434814,1400000
"2454","Mirounga sp.",2434812,668833
"2455","Mirza coquereli",4266974,311.2
"2456","Mogera imaizumii",2436176,81.205
"2457","Mogera tokudae",2436172,115.18
"2458","Mogera wogura",2436179,96.88
"2459","Molossops aequatorianus",2433005,7.49
"2460","Molossops mattogrossensis",2433006,7.48
"2461","Molossops neglectus",2433004,6.91
"2462","Molossops temminckii",2433003,5.86
"2463","Molossus ater",5218728,32
"2464","Molossus aztecus",5707238,14
"2465","Molossus barnesi",5707244,13.85
"2466","Molossus coibensis",5707250,14
"2467","Molossus currentium",5707239,14
"2468","Molossus molossus",5218725,14.4833333333333
"2469","Molossus pretiosus",5218724,98
"2470","Molossus sinaloae",5218727,21.09
"2471","Monachus monachus",2434779,284940.665
"2472","Monachus tropicalis",5219377,197758.36
"2473","Monodelphis adusta",2439964,35
"2474","Monodelphis americana",2439970,23
"2475","Monodelphis brevicaudata",2439971,90.5
"2476","Monodelphis dimidiata",2439959,44.56
"2477","Monodelphis domestica",2439965,96.3333333333333
"2478","Monodelphis emiliae",2439972,52.33
"2479","Monodelphis glirina",2439963,90
"2480","Monodelphis iheringi",2439960,112
"2481","Monodelphis kunsi",2439966,11.8
"2482","Monodelphis maraxina",2439973,99
"2483","Monodelphis osgoodi",2439961,63
"2484","Monodelphis rubida",2439967,45.5
"2485","Monodelphis scalops",2439974,35
"2486","Monodelphis sorex",2439975,48
"2487","Monodelphis theresa",2439962,112
"2488","Monodelphis umbristriata",2439976,45.5
"2489","Monodelphis unistriata",2439968,55.3
"2490","Monodon monoceros",5220008,1094063.22
"2491","Monophyllus plethodon",2433239,15.33
"2492","Monophyllus redmani",2433240,8.7225
"2493","Monticolomys koopmani",4263428,25
"2494","Mops brachypterus",2433070,16
"2495","Mops condylurus",2433075,27.295
"2496","Mops congicus",2433066,42.84
"2497","Mops demonstrator",2433071,9.74
"2498","Mops leucostigma",4266488,26.69
"2499","Mops midas",2433076,35
"2500","Mops mops",2433072,31.12
"2501","Mops nanulus",2433077,3.88
"2502","Mops niangarae",2433067,21.23
"2503","Mops niveiventer",2433073,15.78
"2504","Mops petersoni",2433078,5.86
"2505","Mops sarasinorum",2433068,11.2
"2506","Mops spurrelli",2433074,8.08
"2507","Mops thersites",2433079,21.99
"2508","Mops trevori",2433069,21.23
"2509","Mormoops blainvillei",4265453,9.4725
"2510","Mormoops megalophylla",2432759,16.2725
"2511","Mormopterus acetabulosus",2433052,9.05
"2512","Mormopterus beccarii",2433056,14.3
"2513","Mormopterus doriae",2433051,8.41
"2514","Mormopterus jugularis",2433059,11.56
"2515","Mormopterus kalinowskii",2433055,7.49
"2516","Mormopterus loriae",4266547,8.12
"2517","Mormopterus minutus",2433050,4.27
"2518","Mormopterus norfolkensis",2433058,8
"2519","Mormopterus phrudus",2433049,6.11
"2520","Mormopterus planiceps",2433057,9.24
"2521","Moschiola meminna",2441235,3725
"2522","Moschus anhuiensis",4262221,12488.705
"2523","Moschus berezovskii",2440991,11688.705
"2524","Moschus chrysogaster",2440989,12348.95
"2525","Moschus cupreus",4262223,12907.785
"2526","Moschus fuscus",2440990,13697.9
"2527","Moschus leucogaster",4262218,12907.785
"2528","Moschus moschiferus",2440988,12907.785
"2529","Mosia nigrescens",5218733,3.33
"2530","Mungos gambianus",5219097,1644.98
"2531","Mungos mungo",5219080,1331.5
"2532","Mungotictis decemlineata",2433518,678.515
"2533","Muntiacus atherodes",2440942,18939.1
"2534","Muntiacus crinifrons",2440945,18590.01
"2535","Muntiacus feae",2440944,21999.99
"2536","Muntiacus gongshanensis",2440947,18590.01
"2537","Muntiacus muntjak",2440943,19305.795
"2538","Muntiacus reevesi",2440946,15749.97
"2539","Muntiacus rooseveltorum",4262419,13499.94
"2540","Muntiacus vuquangensis",4262425,36690.82
"2541","Murexechinus melanurus",2435415,38.02
"2542","Murexia longicaudata",2435424,126.79
"2543","Muriculus imberbis",2438063,18.5
"2544","Murina aenea",2432318,7.5
"2545","Murina aurata",2432324,4.27
"2546","Murina cyclotis",2432329,9.35
"2547","Murina florium",2432319,4.41
"2548","Murina fusca",2432325,7.54
"2549","Murina grisea",2432320,5.61
"2550","Murina hilgendorfi",4266033,7.54
"2551","Murina huttoni",8307118,7.56
"2552","Murina leucogaster",2432330,7.54
"2553","Murina puta",2432321,6.91
"2554","Murina rozendaali",2432327,5.61
"2555","Murina silvatica",2432331,4.48
"2556","Murina suilla",2432322,4
"2557","Murina tenebrosa",2432328,6.38
"2558","Murina tubinaris",2432332,6.505
"2559","Murina ussuriensis",2432323,4.48
"2560","Mus booduga",2438798,11.5
"2561","Mus bufo",2438788,8.88
"2562","Mus caroli",2438800,18.65
"2563","Mus cervicolor",2438776,17.7
"2564","Mus indutus",2438806,7.25
"2565","Mus macedonicus",2438783,20.5
"2566","Mus mahomet",2438795,41.5
"2567","Mus minutoides",2438796,7.71166666666667
"2568","Mus musculoides",2438786,7.585
"2569","Mus musculus",7429082,19.8333333333333
"2570","Mus neavei",2438810,7.585
"2571","Mus orangiae",2438797,7.585
"2572","Mus phillipsi",2438799,17.7
"2573","Mus platythrix",2438801,28.64
"2574","Mus setulosus",2438777,11.18
"2575","Mus setzeri",2438803,6.65
"2576","Mus shortridgei",2438791,28.64
"2577","Mus sorella",2438779,12.535
"2578","Mus spicilegus",2438805,19.9
"2579","Mus spretus",2438793,20.85
"2580","Mus triton",2438784,12.535
"2581","Mus vulcani",2438808,60.315
"2582","Muscardinus avellanarius",2439658,26.0383333333333
"2583","Musonycteris harrisoni",2433321,10.82
"2584","Mustela africana",5219066,536.98
"2585","Mustela altaica",5218963,175.62
"2586","Mustela erminea",5219019,121.138370733333
"2587","Mustela eversmanii",5219057,1162.775
"2588","Mustela felipei",5219069,211.3
"2589","Mustela frenata",5218919,182.771666666667
"2590","Mustela itatsi",5218962,530.85
"2591","Mustela kathiah",5218969,263.74
"2592","Mustela lutreola",5219007,578.22
"2593","Mustela lutreolina",5219070,498.55
"2594","Mustela nigripes",5218985,964.05
"2595","Mustela nivalis",5218987,62.25
"2596","Mustela nudipes",5219015,569.42
"2597","Mustela putorius",5218911,1043.94167833333
"2598","Mustela sibirica",5218972,530.85
"2599","Mustela strigidorsa",5219018,1500
"2600","Mustela subpalmata",5218986,49.75
"2601","Mustela vison",5218823,808.2567255
"2602","Mydaus javanensis",2434845,2500
"2603","Mydaus marchei",2434844,2500
"2604","Mylomys dybowskii",2439321,110.96
"2605","Mylomys rex",4264956,110.96
"2606","Myocastor coypus",4264680,5591.66666666667
"2607","Myodes californicus",5706763,20.55
"2608","Myodes centralis",5706767,21.15
"2609","Myodes gapperi",5706760,21.7916666675
"2610","Myodes glareolus",5706764,21.0333333333333
"2611","Myodes regulus",5706761,27.35
"2612","Myodes rex",5706765,27.35
"2613","Myodes rufocanus",5706769,24.2333333333333
"2614","Myodes rutilus",5706762,26.5
"2615","Myodes shanseius",5706766,27.35
"2616","Myodes smithii",5706770,27.5
"2617","Myoictis melas",2435443,221.77
"2618","Myoictis wallacii",2435444,221.77
"2619","Myomimus personatus",2439664,24
"2620","Myomyscus verreauxii",4264895,41
"2621","Myomyscus yemeni",4264893,30
"2622","Myonycteris brachycephala",2432941,35.81
"2623","Myonycteris relicta",2432943,53.32
"2624","Myonycteris torquata",2432942,37
"2625","Myoprocta acouchy",2437590,889.5
"2626","Myoprocta pratti",4264701,914
"2627","Myopterus daubentonii",5218710,18.45
"2628","Myopterus whitleyi",5218709,11.55
"2629","Myopus schisticolor",2439358,25.9333333333333
"2630","Myosciurus pumilio",2437288,16.47
"2631","Myosorex cafer",2435919,12.3
"2632","Myosorex geata",2435933,9.34
"2633","Myosorex varius",2435929,11.99
"2634","Myospalax aspalax",2439122,225
"2635","Myospalax myospalax",2439121,225
"2636","Myospalax psilurus",2439125,242.105
"2637","Myotis abei",2432391,7.305
"2638","Myotis adversus",2432450,10.41
"2639","Myotis aelleni",2432437,9.4
"2640","Myotis albescens",2432424,5.345
"2641","Myotis altarium",2432407,11
"2642","Myotis anjouanensis",4266338,5.56
"2643","Myotis annectans",2432395,9.75
"2644","Myotis atacamensis",2432457,8.005
"2645","Myotis ater",7261865,5.3
"2646","Myotis auriculus",2432438,8
"2647","Myotis australis",2432442,5.3
"2648","Myotis austroriparius",2432451,7.35
"2649","Myotis bechsteinii",2432427,9.985
"2650","Myotis blythii",2432414,24.705
"2651","Myotis bocagii",7261886,7.93
"2652","Myotis bombinus",2432462,7.5
"2653","Myotis brandtii",7261875,7
"2654","Myotis bucharensis",4266323,7.54
"2655","Myotis californicus",2432425,4.39
"2656","Myotis capaccinii",2432430,23.82
"2657","Myotis chiloensis",2432419,6.9025
"2658","Myotis chinensis",2432403,28.55
"2659","Myotis ciliolabrum",2432456,5
"2660","Myotis cobanensis",2432466,10.82
"2661","Myotis dasycneme",2432452,15
"2662","Myotis daubentoni",2432439,7
"2663","Myotis daubentonii",2432439,8.29166666666667
"2664","Myotis davidii",4266349,5.3
"2665","Myotis dominicensis",2432408,4.2
"2666","Myotis elegans",2432396,4.21
"2667","Myotis emarginatus",2432470,10.14
"2668","Myotis evotis",2432413,7.4
"2669","Myotis fimbriatus",4266430,23.41
"2670","Myotis findleyi",2432458,4.91
"2671","Myotis formosus",2432443,7.07
"2672","Myotis fortidens",2432421,6.5
"2673","Myotis frater",2432428,7.54
"2674","Myotis goudoti",2432415,5.56
"2675","Myotis grisescens",2432432,9.6475
"2676","Myotis hajastanicus",4266457,5.3
"2677","Myotis hasseltii",2432400,8.7
"2678","Myotis hermani",4266423,7.07
"2679","Myotis horsfieldii",2432388,6.125
"2680","Myotis hosonoi",2432463,6.25
"2681","Myotis ikonnikovi",2432431,5.86
"2682","Myotis insularum",2432447,6.11
"2683","Myotis keaysi",2432420,5.22
"2684","Myotis keenii",2432435,6.255
"2685","Myotis laniger",4266331,8.5
"2686","Myotis leibii",2432455,5.41
"2687","Myotis levis",2432392,5.24
"2688","Myotis longipes",2432467,23.41
"2689","Myotis lucifugus",2432406,6.98333333333333
"2690","Myotis macrodactylus",2432453,23.41
"2691","Myotis macropus",4266391,10.41
"2692","Myotis macrotarsus",2432440,12.64
"2693","Myotis martiniquensis",2432409,7.49
"2694","Myotis melanorhinus",4266342,5
"2695","Myotis moluccarum",7261872,10.41
"2696","Myotis montivagus",2432459,5.3
"2697","Myotis morrisi",2432444,14.09
"2698","Myotis muricola",2432429,5.3
"2699","Myotis myotis",2432416,25.69
"2700","Myotis mystacinus",9754263,5.3
"2701","Myotis nattereri",2432389,7.55
"2702","Myotis nesopolus",2432464,3.56
"2703","Myotis nigricans",2432448,3.93333333333333
"2704","Myotis nipalensis",7261898,5.3
"2705","Myotis occultus",4266411,7.8
"2706","Myotis oreias",2432433,8.41
"2707","Myotis oxygnathus",4266394,23.82
"2708","Myotis oxyotus",2432422,5.65
"2709","Myotis ozensis",2432393,5.86
"2710","Myotis peninsularis",2432468,9.05
"2711","Myotis pequinius",2432454,17.41
"2712","Myotis planiceps",2432441,2.99
"2713","Myotis pruinosus",2432426,4.91
"2714","Myotis punicus",4266337,24.705
"2715","Myotis ricketti",2432410,26.19
"2716","Myotis ridleyi",2432398,4.06
"2717","Myotis riparius",2432385,6.335
"2718","Myotis rosseti",2432460,3.29
"2719","Myotis ruber",2432445,4.99
"2720","Myotis schaubi",2432417,11.99
"2721","Myotis scotti",2432402,8.72
"2722","Myotis septentrionalis",2432436,6
"2723","Myotis sicarius",2432465,20.09
"2724","Myotis siligorensis",2432449,2.93
"2725","Myotis simus",2432434,8.1
"2726","Myotis sodalis",2432418,7.425
"2727","Myotis stalkeri",2432423,16.43
"2728","Myotis thysanodes",2432399,7.25
"2729","Myotis tricolor",2432405,13.835
"2730","Myotis velifer",2432386,10.2983333333333
"2731","Myotis vivesi",2432394,25
"2732","Myotis volans",2432411,7.4275
"2733","Myotis welwitschii",2432469,15.88
"2734","Myotis yesoensis",2432412,5.985
"2735","Myotis yumanensis",2432461,5.45
"2736","Myotomys sloggetti",4264857,113.2975
"2737","Myotomys unisulcatus",4264856,97.625
"2738","Myrmecobius fasciatus",5219465,454.85
"2739","Myrmecophaga tridactyla",2436346,29597.8005233333
"2740","Mystacina robusta",2433347,24.25
"2741","Mystacina tuberculata",2433346,15
"2742","Mystromys albicaudatus",2438522,97.8666666666667
"2743","Myzopoda aurita",2432987,9.1
"2744","Naemorhedus baileyi",2441013,28829.98
"2745","Naemorhedus caudatus",2441011,27666.67
"2746","Naemorhedus goral",2441016,30273.255
"2747","Naemorhedus griseus",7261419,27666.67
"2748","Nandinia binotata",2433489,2779.06666666667
"2749","Nanger dama",4262713,73000
"2750","Nanger granti",7261447,61232.23
"2751","Nanger soemmerringii",7261449,41582.93
"2752","Nannosciurus melanotis",2437268,26.76
"2753","Nanonycteris veldkampii",4265712,21.89
"2754","Napaeozapus insignis",2439461,21.6333333333333
"2755","Nasalis larvatus",2436525,14029.5375
"2756","Nasua narica",2433531,4006.66666666667
"2757","Nasua nasua",2433536,4250
"2758","Nasuella olivacea",2433588,1339.99
"2759","Natalus jamaicensis",4265594,4.7
"2760","Natalus major",4265598,4.7
"2761","Natalus primus",4265602,4.7
"2762","Natalus stramineus",2432756,4.7
"2763","Natalus tumidirostris",2432753,5.625
"2764","Neacomys guianae",2439289,15.87
"2765","Neacomys pictus",2439291,17.5
"2766","Neacomys spinosus",2439290,19
"2767","Neacomys tenuipes",2439288,19
"2768","Neamblysomus gunningi",2432175,57.44
"2769","Neamblysomus julianae",2432173,21.99
"2770","Necromys amoenus",4265143,27.09
"2771","Necromys lactens",4265137,32.9
"2772","Necromys lasiurus",4265142,39.93
"2773","Necromys lenguarum",4265139,39.93
"2774","Necromys obscurus",4265136,40.69
"2775","Necromys punctulatus",4265141,37.3
"2776","Necromys temchuki",4265138,47.2
"2777","Necromys urichi",4265135,47.42
"2778","Nectogale elegans",2435493,38.82
"2779","Nectomys apicalis",5706777,237.49
"2780","Nectomys magdalenae",5706775,237.49
"2781","Nectomys palmipes",5219854,237.49
"2782","Nectomys rattus",5706776,253.15
"2783","Nectomys squamipes",5219856,237.49
"2784","Nelsonia neotomodon",5219812,80
"2785","Neofelis nebulosa",2435079,19500
"2786","Neofiber alleni",2438050,261.74
"2787","Neohylomys hainanensis",2437121,52.21
"2788","Neomonachus schauinslandi",8646426,197758.36
"2789","Neomys anomalus",7825895,13.145
"2790","Neomys fodiens",2435767,14.3166666666667
"2791","Neomys teres",5219474,15.13
"2792","Neonycteris pusilla",4265411,6.11
"2793","Neophascogale lorentzi",2435364,212
"2794","Neophoca cinerea",2433484,189637.495
"2795","Neophocaena phocaenoides",2440656,32500
"2796","Neopteryx frosti",2432935,176.65
"2797","Neoromicia brunneus",4265921,6.91
"2798","Neoromicia capensis",4265910,5.96
"2799","Neoromicia flavescens",4265926,10.5
"2800","Neoromicia guineensis",7261793,3.5
"2801","Neoromicia helios",4265918,3.56
"2802","Neoromicia melckorum",4265904,7.2
"2803","Neoromicia nanus",7261794,3.88
"2804","Neoromicia rendalli",7261796,6.42
"2805","Neoromicia somalicus",7990922,3.53
"2806","Neoromicia tenuipinnis",7261799,5.35
"2807","Neoromicia zuluensis",4265935,4.14
"2808","Neotamias amoenus",4972377,57.1
"2809","Neotetracus sinensis",2437164,49.99
"2810","Neotoma albigula",2438454,188.7
"2811","Neotoma angustapalata",2438450,203
"2812","Neotoma anthonyi",2438440,119.365
"2813","Neotoma bryanti",2438451,119.365
"2814","Neotoma bunkeri",2438434,119.365
"2815","Neotoma chrysomelas",2438441,203
"2816","Neotoma cinerea",2438437,271.13
"2817","Neotoma devia",2438449,113.4
"2818","Neotoma floridana",2438444,249.59
"2819","Neotoma fuscipes",2438455,199.98
"2820","Neotoma goldmani",2438452,198
"2821","Neotoma lepida",2438438,153.966666666667
"2822","Neotoma leucodon",4265037,190.5
"2823","Neotoma macrotis",4265036,219.5
"2824","Neotoma magister",2438458,208.59
"2825","Neotoma martinensis",2438435,119.365
"2826","Neotoma mexicana",2438447,202.5
"2827","Neotoma micropus",2438439,215.045
"2828","Neotoma nelsoni",2438442,198
"2829","Neotoma palatina",2438453,198
"2830","Neotoma phenax",2438436,227.495
"2831","Neotoma stephensi",2438448,133.665
"2832","Neotomodon alstoni",2439083,47.32
"2833","Neotomys ebriosus",5219832,64.5
"2834","Neotragus batesi",2441072,2733.725
"2835","Neotragus moschatus",2441071,6500
"2836","Neotragus pygmaeus",2441073,4200
"2837","Nesokia indica",2438985,160.79
"2838","Nesolagus netscheri",2436684,1511.67
"2839","Nesomys audeberti",4263432,189
"2840","Nesomys lambertoni",4263431,159.48
"2841","Nesomys rufus",2438588,163.96
"2842","Neurotrichus gibbsii",2436208,10.9
"2843","Neusticomys monticolus",2437741,39.5
"2844","Neusticomys mussoi",2437744,40
"2845","Neusticomys oyapocki",2437743,47
"2846","Neusticomys peruviensis",2437740,40
"2847","Neusticomys venezuelae",2437742,47.1
"2848","Nilopegamys plumbeus",4264952,60.5
"2849","Ningaui ridei",2435428,8.854814797
"2850","Ningaui timealeyi",2435426,7.885
"2851","Ningaui yvonnae",2435427,11.575
"2852","Niviventer cameroni",4264900,80.76
"2853","Niviventer coninga",4264899,80.65
"2854","Niviventer cremoriventer",2439054,71.54
"2855","Niviventer culturatus",2439058,81.17
"2856","Niviventer fraternus",4264898,80.76
"2857","Niviventer fulvescens",2439050,81.79
"2858","Niviventer langbianis",2439060,71.54
"2859","Niviventer niviventer",2439056,83.2
"2860","Niviventer rapit",2439061,79.73
"2861","Niviventer tenaster",2439052,71.54
"2862","Noctilio albiventris",2433344,35.5
"2863","Noctilio leporinus",2433343,52.5
"2864","Nomascus concolor",7262062,6631.485
"2865","Nomascus gabriellae",4267267,6621.085
"2866","Nomascus leucogenys",4267270,6621.085
"2867","Nomascus siki",4267266,6621.085
"2868","Notiomys edwardsii",2438354,21.3
"2869","Notiosorex crawfordi",2435812,4.075
"2870","Notiosorex evotis",2435810,4.47
"2871","Notomys alexis",2438970,33.6566666666667
"2872","Notomys amplus",2438975,89.99
"2873","Notomys aquilo",2438978,38.995
"2874","Notomys cervinus",2438974,34.2
"2875","Notomys fuscus",2438972,37.14
"2876","Notomys longicaudatus",2438977,100
"2877","Notomys macrotis",2438973,89.99
"2878","Notomys mitchellii",2438971,52
"2879","Notomys mordax",2438976,89.99
"2880","Notopteris macdonaldi",2432985,68.17
"2881","Notopteris neocaledonica",4265651,68.17
"2882","Notoryctes caurinus",2440824,34.1
"2883","Notoryctes typhlops",2440825,55
"2884","Nyctalus aviator",5218526,38.925
"2885","Nyctalus azoreum",5218523,14.235
"2886","Nyctalus furvus",5707109,19.375
"2887","Nyctalus lasiopterus",5218525,45.98
"2888","Nyctalus leisleri",5218522,16
"2889","Nyctalus montanus",5218527,16
"2890","Nyctalus noctula",5218524,23.6875
"2891","Nyctalus plancyi",7261805,19.375
"2892","Nyctereutes procyonoides",2434552,5282.33333333333
"2893","Nycteris arge",5218607,10.79
"2894","Nycteris aurita",5707268,7.98
"2895","Nycteris gambiensis",5218611,8.165
"2896","Nycteris grandis",5218616,29.9
"2897","Nycteris hispida",5218608,7.98
"2898","Nycteris intermedia",5218612,6.91
"2899","Nycteris javanica",5218617,17.78
"2900","Nycteris macrotis",5218609,14.245
"2901","Nycteris madagascariensis",5707266,16.09
"2902","Nycteris major",5218613,15.46
"2903","Nycteris nana",5218618,6.99
"2904","Nycteris parisii",7261939,7.6
"2905","Nycteris thebaica",5218614,8.6
"2906","Nycteris tragata",5218610,16.09
"2907","Nycteris vinsoni",5707262,17.015
"2908","Nycteris woodi",5218615,7.6
"2909","Nycticebus bengalensis",4267329,959.75
"2910","Nycticebus coucang",2436629,990.8
"2911","Nycticebus pygmaeus",2436628,663.2625
"2912","Nycticeinops schlieffeni",7765800,5.05
"2913","Nycticeius aenobarbus",4266477,5.69
"2914","Nycticeius cubanus",4266475,6.65
"2915","Nycticeius humeralis",2432314,7.825
"2916","Nyctiellus lepidus",4265593,3.88
"2917","Nyctimene aello",5218630,85.26
"2918","Nyctimene albiventer",5218631,30.425
"2919","Nyctimene cephalotes",5218640,44.92
"2920","Nyctimene certans",5218632,43.24
"2921","Nyctimene cyclotis",5218637,42.5075
"2922","Nyctimene draconilla",5218641,30.05
"2923","Nyctimene keasti",7261741,29.95
"2924","Nyctimene major",5218633,60.33
"2925","Nyctimene malaitensis",5218638,78.39
"2926","Nyctimene masalai",5218627,30.425
"2927","Nyctimene minutus",5218634,21.31
"2928","Nyctimene rabori",5218628,68.125
"2929","Nyctimene robinsoni",5218635,48.83
"2930","Nyctimene sanctacrucis",5218639,59.25
"2931","Nyctimene vizcaccia",5218629,30.9
"2932","Nyctinomops aurispinosus",2433061,18.43
"2933","Nyctinomops femorosaccus",2433064,14.5
"2934","Nyctinomops laticaudatus",2433063,13.56
"2935","Nyctinomops macrotis",2433062,23
"2936","Nyctomys sumichrasti",2438370,53.415
"2937","Nyctophilus arnhemensis",2432523,6.83
"2938","Nyctophilus bifax",7261844,10.605
"2939","Nyctophilus geoffroyi",2432519,8
"2940","Nyctophilus gouldi",2432517,9.66
"2941","Nyctophilus microdon",2432522,9.05
"2942","Nyctophilus microtis",2432518,7.29
