"","species_names","X","ID","Binomial","Common_name","Location","Country","Region","Latitude","Longitude","Class","Order","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_biome","minyear","maxyear","duration","points","taxa","first_order_coefficient","first_order_pvalue","second_order_coefficient","second_order_pvalue","strd_error","intercept","x_m","p1","p2","p3","CV","MSE","D","r.sq","derivative","intercept_derivative","derivated_curvature","direction","acceleration","shape_class","linear_slope","linear_slope_pvalue","linear_intercept","first_X_value","last_X_value","magnitude","lin_class","gnbn","dir2","full_realm","LoNL","redlistCategory","populationTrend","GBIF_ID"
"667","Metachirus nudicaudatus",7155,18241,"Metachirus_nudicaudatus","Brown four-eyed opossum","Serra dos ?¶rg?·os National Park (PARNASO), Rio de Janeiro","Brazil","Latin America and Caribbean",-22.466667,"-42.983333","Mammalia","Didelphimorphia","Terrestrial","Neotropical","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",1997,2009,13,13,"Mammals",-0.0268347725887818,0.47601047902761,0,0.956022024630512,0.48887193612937,54.9461957728476,2003,NA,NA,NA,0.383246999453152,0.183842899949907,0.586924175339566,-0.13727135767265,-0.0268347725887818,54.9461957728476,NA,"stable","constant","stable_constant",-0.0268347725887815,0.453803005557269,54.9461957728471,1997,2009,0,"no trend","no","No trend
linear","Neotropical","linear","Least Concern","Stable","9686324"
"668","Metachirus nudicaudatus",7191,18620,"Metachirus_nudicaudatus","Brown four-eyed opossum","Garraf?·o, southern portion of the Serra dos ?¶rg?·os National Park, state of Rio de Janeiro","Brazil","Latin America and Caribbean",-22.466667,"-42.983333","Mammalia","Didelphimorphia","Terrestrial","Neotropical","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",1997,2013,17,17,"Mammals",35.3172078521717,0.00128889605545935,-0.00882510449633402,0.0486993223899172,0.359904474715132,-35332.3625975665,2005,2000.95125597904,1993.36739349787,2008.53511845968,0.412214752348172,0.106672778404686,0.62018347068486,0.539517752194795,-0.0714611781276986,144.778105308643,-6.59417868016759e-05,"decrease","accelerated","decrease_accelerated",-0.071461178127695,0.00264856861450886,144.566302800717,1997,2013,0.0171862409675915,"negative","bad","Decrease
non linear","Neotropical","non linear","Least Concern","Stable","9686324"
"669","Micoureus paraguayanus",7190,18619,"Micoureus_paraguayanus","Tate's wooly mouse opossum","Garraf?·o, southern portion of the Serra dos ?¶rg?·os National Park, state of Rio de Janeiro","Brazil","Latin America and Caribbean",-22.466667,"-42.983333","Mammalia","Didelphimorphia","Terrestrial","Neotropical","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2000,2013,14,14,"Mammals",75.5896164559305,0.0244437732054026,-0.0188184529320145,0.0313885277248875,0.411936153741615,-75904.9662870748,2006.5,2008.39082598908,2003.83425888837,2012.94739308982,0.396770792425,0.133328953025271,0.299918984481525,0.4553119593852,NA,NA,0.000298627496352755,"stable","concave","stable_concave",0.0711648397562322,0.049512359975346,-141.385503008086,2000,2013,0.037636905864029,"positive","bad","No trend
non linear","Neotropical","non linear",NA,NA,"2439895"
"670","Micromys minutus",8474,21305,"Micromys_minutus","Eurasian harvest mouse","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1995,2016,22,22,"Mammals",0.000335889580370579,0.801797539167267,0,0.0818681320369548,0.0392645052071303,3.91149570218794,2005.5,NA,NA,NA,0.00885224112353845,0.0013314693642752,0.00825718351818877,0.0641808069562315,0.000335889580370579,3.91149570218794,NA,"stable","constant","stable_constant",0.000335889580370484,0.812261615437501,3.91149570218813,1995,2016,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","5219833"
"671","Microtus agrestis",3040,6260,"Microtus_agrestis","Field vole","Grimso Wildlife Research Area, Ridderhyttan, Varmland","Sweden","Europe",59.66667,"15.41667","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1973,1982,10,10,"Mammals",-0.0927514321681782,0.143292582148991,0,0.636880308939491,0.511123319867955,183.858013504246,1977.5,NA,NA,NA,1.21634925248158,0.182872933678987,3.35575121890264,0.0963932675777667,-0.0927514321681782,183.858013504246,NA,"stable","constant","stable_constant",-0.09275143216818,0.121476518332936,183.858013504249,1973,1982,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438616"
"672","Microtus agrestis",3709,7966,"Microtus_agrestis","Field vole","Umea, Sweden","Sweden","Europe",63.83333,"20.25","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1972,1988,17,17,"Mammals",-0.00598797081388102,0.698965457651733,0,0.536981537496974,0.306388012617677,12.1796481052192,1980,NA,NA,NA,0.90346400609564,0.0773076823447845,1.98969864267938,-0.0991699288454309,-0.00598797081388102,12.1796481052192,NA,"stable","constant","stable_constant",-0.00598797081388049,0.692708394309634,12.1796481052182,1972,1988,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438616"
"673","Microtus agrestis",8466,21297,"Microtus_agrestis","Field vole","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1995,2016,22,22,"Mammals",-0.00177309604726341,0.0971004805227618,0,0.368520719720997,0.0302327845472039,8.12077128227368,2005.5,NA,NA,NA,0.00691524735800206,0.000789381998548879,0.00594207205329959,0.0827405751217989,-0.00177309604726341,8.12077128227368,NA,"stable","constant","stable_constant",-0.00177309604726349,0.0951184781416326,8.12077128227386,1995,2016,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438616"
"674","Microtus agrestis",2807,5851,"Microtus_agrestis","Field vole","Loppi, Hame","Finland","Europe",61,"25","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1970,1990,21,21,"Mammals",0.0822076921782125,0.00511412105676721,0,0.793236298335066,0.715930029547783,-161.424162614941,1980,NA,NA,NA,0.631349816082422,0.439333549035676,0.572343649810732,0.291365864695527,0.0822076921782125,-161.424162614941,NA,"increase","constant","increase_constant",0.0822076921782132,0.0040538818648407,-161.424162614943,1970,1990,0,"positive","good","Increase
linear","Palearctic","linear","Least Concern","Stable","2438616"
"675","Microtus agrestis",3063,6292,"Microtus_agrestis","Field vole","Pallasjarvi, Finnish Lapland","Finland","Europe",68.03333,"24.2","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1970,1993,24,24,"Mammals",-0.0258610654118976,0.304756809059655,0,0.173234199251115,0.833645392483907,52.0157511051156,1981.5,NA,NA,NA,1.10516941151733,0.608094060358442,1.7835948973338,0.0454159993657605,-0.0258610654118976,52.0157511051156,NA,"stable","constant","stable_constant",-0.0258610654118976,0.314591695766579,52.0157511051156,1970,1993,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438616"
"676","Microtus agrestis",2806,5850,"Microtus_agrestis","Field vole","Sotkamo, Oulu","Finland","Europe",64.15,"28.41667","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1966,1992,27,27,"Mammals",0.0265330972629039,0.147749119409684,0,0.276618683396089,0.717927656357444,-50.1255183257247,1979,NA,NA,NA,0.309645312838698,0.458151217567016,0.656930267655299,0.0537434455794056,0.0265330972629039,-50.1255183257247,NA,"stable","constant","stable_constant",0.0265330972629039,0.149084666858974,-50.1255183257247,1966,1992,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438616"
"677","Microtus agrestis",3102,6450,"Microtus_agrestis","Field vole","Grimso Wildlife Research Area, Ridderhyttan, Varmland","Sweden","Europe",59.66667,"15.41667","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1974,1992,19,19,"Mammals",0.00312038233699515,0.892932967930966,0,0.322308981951047,0.54476884131259,-5.61346827795015,1983,NA,NA,NA,0.923606182606222,0.249914181444263,2.1042347824458,-0.054991609265366,0.00312038233699515,-5.61346827795015,NA,"stable","constant","stable_constant",0.00312038233699158,0.892968011239504,-5.61346827794308,1974,1992,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438616"
"678","Microtus arvalis",2810,5854,"Microtus_arvalis","Common vole","Localities within Piutou-Charente","France","Europe",46.25,"-0.25","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1968,1990,23,16,"Mammals",-0.124844987885824,0.00876884173050504,0,0.983704130402624,1.20217468857793,251.4741388831,1979,NA,NA,NA,0.339517248249442,1.17424448525917,0.380547031965135,0.333045017027815,-0.124844987885824,251.4741388831,NA,"decrease","constant","decrease_constant",-0.124844987885824,0.00646161887279433,251.4741388831,1968,1990,0,"negative","bad","Decrease
linear","Palearctic","linear","Least Concern","Stable","2438606"
"679","Microtus arvalis",2808,5852,"Microtus_arvalis","Common vole","Grunewalds (Grunewald Forest) West Berlin","Germany","Europe",52.53333,"13.41667","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1959,1973,15,15,"Mammals",-0.0737984459247873,0.0648926086299612,0,0.674164821251815,0.607700779915251,149.326359140274,1966,NA,NA,NA,0.154772877170401,0.295440190327684,0.157931815970846,0.141891811623466,-0.0737984459247873,149.326359140274,NA,"stable","constant","stable_constant",-0.0737984459247891,0.0559284286077727,149.326359140278,1959,1973,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438606"
"680","Microtus arvalis",2809,5853,"Microtus_arvalis","Common vole","Localities within Piutou-Charente","France","Europe",46.25,"-0.25","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1972,1988,17,16,"Mammals",-0.0445512664442096,0.53404416484331,0,0.410626578068717,1.34105524399111,92.486833910984,1980,NA,NA,NA,0.305644047858471,1.46122369854179,0.326669084096068,-0.061509168126979,-0.0445512664442096,92.486833910984,NA,"stable","constant","stable_constant",-0.0445512664442088,0.529214635976881,92.4868339109824,1972,1988,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438606"
"681","Microtus arvalis",3048,6268,"Microtus_arvalis","Common vole","Poznan, Poland","Poland","Europe",52.41667,"16.88333","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1977,1992,16,16,"Mammals",0.0905671248576401,0.0339826361337278,0,0.196966969944465,0.704849887038888,-174.420343988732,1984.5,NA,NA,NA,0.155035140510026,0.403660857647721,0.112398598298217,0.266964388248276,0.0905671248576401,-174.420343988732,NA,"increase","constant","increase_constant",0.0905671248576401,0.0373148382776294,-174.420343988732,1977,1992,0,"positive","good","Increase
linear","Palearctic","linear","Least Concern","Stable","2438606"
"682","Microtus arvalis",8467,21298,"Microtus_arvalis","Common vole","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1995,2016,22,22,"Mammals",7.33226008429623e-05,0.717045418688427,0,0.997318322888734,0.00593133265494777,4.46128317867807,2005.5,NA,NA,NA,0.00122861806216096,3.03833379186066e-05,0.0014271508939467,-0.0974463999972088,7.33226008429623e-05,4.46128317867807,NA,"stable","constant","stable_constant",7.33226008429411e-05,0.70984127299075,4.46128317867811,1995,2016,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438606"
"683","Microtus arvalis",3047,6267,"Microtus_arvalis","Common vole","Pila, Poland","Poland","Europe",53.15,"16.73333","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1977,1992,16,16,"Mammals",0.165622236656091,0.000309552754295883,0,0.206160121191874,0.627916609034971,-323.438210971423,1984.5,NA,NA,NA,0.191825368763845,0.320351905170356,0.123645212001834,0.609630793387987,0.165622236656091,-323.438210971423,NA,"increase","constant","increase_constant",0.165622236656091,0.000319366370037879,-323.438210971423,1977,1992,0,"positive","good","Increase
linear","Palearctic","linear","Least Concern","Stable","2438606"
"684","Microtus arvalis",3042,6262,"Microtus_arvalis","Common vole","Konin, Poland","Poland","Europe",52.2,"18.2","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1977,1992,16,16,"Mammals",-37.7918194509652,2.10803682811679e-09,0.00955094354796878,0.000291985508104329,0.147423757583136,37387.8374412963,1984.5,1978.4338197142,1985.38942408083,1971.47821534757,0.146453931078635,0.0176586834936941,0.0481547287783176,0.939277756553424,0.115875490922903,-226.072864792163,-0.000122682911483901,"increase","accelerated","increase_accelerated",0.115875490922902,3.78235149587438e-07,-225.86990724178,1977,1992,0.0186070103789621,"positive","good","Increase
non linear","Palearctic","non linear","Least Concern","Stable","2438606"
"685","Microtus arvalis",3049,6269,"Microtus_arvalis","Common vole","Wroclaw, Poland","Poland","Europe",51.08333,"17","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1977,1992,16,16,"Mammals",-0.027467976901605,0.510925655845745,0,0.512828445390698,0.749304767258404,60.3234624619532,1984.5,NA,NA,NA,0.12412250206824,0.45618432781689,0.16253545123406,-0.0783906403511083,-0.027467976901605,60.3234624619532,NA,"stable","constant","stable_constant",-0.027467976901605,0.501746645298751,60.3234624619533,1977,1992,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438606"
"686","Microtus arvalis",3045,6265,"Microtus_arvalis","Common vole","Leszno, Poland","Poland","Europe",51.85,"16.58333","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1979,1992,14,14,"Mammals",0.0720079570547958,0.0756035637924965,0,0.373222579017112,0.553673080442446,-137.836199031167,1985.5,NA,NA,NA,0.118514803506773,0.24086376286235,0.0860356615210301,0.172478500432601,0.0720079570547958,-137.836199031167,NA,"stable","constant","stable_constant",0.0720079570548003,0.0719733680352133,-137.836199031176,1979,1992,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438606"
"687","Microtus arvalis",3044,6264,"Microtus_arvalis","Common vole","Jelenia Gora, Legnica, Poland","Poland","Europe",50.91667,"15.75","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1977,1992,16,16,"Mammals",0.0146070857518427,0.379529909982238,0,0.571891962352731,0.296071797913815,-24.0256844685489,1984.5,NA,NA,NA,0.0579800974877047,0.0712225389849341,0.0505016591219611,-0.0590321996592085,0.0146070857518427,-24.0256844685489,NA,"stable","constant","stable_constant",0.0146070857518427,0.367092286589974,-24.0256844685489,1977,1992,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438606"
"688","Microtus arvalis",3046,6266,"Microtus_arvalis","Common vole","Opole, Poland","Poland","Europe",50.66667,"17.93333","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1977,1992,16,16,"Mammals",0.0218250032559557,0.635633893254101,0,0.829391139667901,0.829479596467656,-37.5084613738354,1984.5,NA,NA,NA,0.134508012355116,0.559029575776868,0.174250744930984,-0.12920140391535,0.0218250032559557,-37.5084613738354,NA,"stable","constant","stable_constant",0.0218250032559557,0.623096755881156,-37.5084613738354,1977,1992,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438606"
"689","Microtus arvalis",3043,6263,"Microtus_arvalis","Common vole","Koszalin","Poland","Europe",54.16667,"16.16667","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1977,1992,16,16,"Mammals",0.0101204218904553,0.422554948573307,0,0.0607803860516028,0.225348016379005,-15.517665031017,1984.5,NA,NA,NA,0.0539100545681353,0.0412601543948363,0.0405125121049469,0.162014059441679,0.0101204218904553,-15.517665031017,NA,"stable","constant","stable_constant",0.0101204218904552,0.467542249898844,-15.517665031017,1977,1992,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","2438606"
"690","Microtus californicus",3051,6271,"Microtus_californicus","California vole","Neiderost, Hopland Field Station, Northern California","United States","North America",39,"-123.33333","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1959,1979,21,21,"Mammals",-0.0122657023455106,0.695065647189495,0,0.33753241359141,0.854446770338843,26.7408572564678,1969,NA,NA,NA,0.322681628783834,0.625782242864983,0.310072660943434,-0.0455052227839936,-0.0122657023455106,26.7408572564678,NA,"stable","constant","stable_constant",-0.0122657023455124,0.694599317502857,26.7408572564716,1959,1979,0,"no trend","no","No trend
linear","Nearctic","linear","Least Concern","Stable","2438603"
"691","Microtus californicus",3050,6270,"Microtus_californicus","California vole","Vasser, Hopland Field Station, Northern California","United States","North America",39,"-123.33333","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1959,1979,21,21,"Mammals",-0.0191628554022806,0.631720718714021,0,0.703398379562258,1.09054643096062,40.570218820316,1969,NA,NA,NA,0.368376468607976,1.01939272978366,0.334400655855643,-0.0877008420370831,-0.0191628554022806,40.570218820316,NA,"stable","constant","stable_constant",-0.0191628554022827,0.623584313186196,40.57021882032,1959,1979,0,"no trend","no","No trend
linear","Nearctic","linear","Least Concern","Stable","2438603"
"692","Microtus montanus",1525,3444,"Microtus_montanus","Montane vole","Grand Teton National Park, USA","United States","North America",43.81389,"-110.71","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1970,1987,18,18,"Mammals",0.00297350235499389,0.921444386452282,0,0.281146026240021,0.652633399170677,-4.88983845238812,1978.5,NA,NA,NA,0.642618111799148,0.35494196142756,0.859850177693464,-0.0455090601701233,0.00297350235499389,-4.88983845238812,NA,"stable","constant","stable_constant",0.00297350235498767,0.921967169180349,-4.88983845237581,1970,1987,0,"no trend","no","No trend
linear","Nearctic","linear","Least Concern","Stable","2438609"
"693","Microtus oeconomus",8468,21299,"Microtus_oeconomus","Root vole","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1995,2016,22,22,"Mammals",0.00228673060120962,0.347420736864891,0,0.872002674193352,0.0706279288721856,-0.0267370958144237,2005.5,NA,NA,NA,0.0151005770121301,0.00430808101812343,0.0115262900828691,-0.0523720460110904,0.00228673060120962,-0.0267370958144237,NA,"stable","constant","stable_constant",0.0022867306012094,0.33505404663761,-0.0267370958139788,1995,2016,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"2438635"
"694","Microtus oeconomus",2811,5855,"Microtus_oeconomus","Root vole","Finnish Lapland","Finland","Europe",68,"27","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1970,1985,16,16,"Mammals",-0.00375972200383677,0.847337916057655,0,0.94943081891984,0.352991929138582,7.72702999397133,1977.5,NA,NA,NA,1.12655829819784,0.101240182905044,2.55230566337552,-0.150064078248205,-0.00375972200383677,7.72702999397133,NA,"stable","constant","stable_constant",-0.00375972200383677,0.841460921385315,7.72702999397133,1970,1985,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"2438635"
"695","Microtus oeconomus",2812,5856,"Microtus_oeconomus","Root vole","Site 28 Monchegorsk, Kola Peninsula","Russian Federation","Asia",67.91667,"33.01667","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1974,1992,19,19,"Mammals",-0.00464133917553478,0.768271422725725,0,0.50761188207673,0.3697495469499,9.47344637572332,1983,NA,NA,NA,1.3146964939777,0.115128191553395,1.90213260297062,-0.0876683085623171,-0.00464133917553478,9.47344637572332,NA,"stable","constant","stable_constant",-0.00464133917553349,0.764388452899049,9.47344637572077,1974,1992,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"2438635"
"696","Microtus pennsylvanicus",6899,17815,"Microtus_pennsylvanicus","Meadow vole / Chihuahua vole","Northern Great Plains","Canada","North America",50.54573,"-109.28787","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1997,2011,15,15,"Mammals",-95.8884988309312,0.379501738701889,0.0239166051900313,0.0184552933191002,0.563833499585441,96112.6827136495,2004,2004.64275905885,2008.65308894685,2000.63242917065,0.33137510499078,0.254326572203813,0.310652312752806,0.308818029589735,NA,NA,0.000210538838550994,"stable","convex","stable_convex",-0.030745229285896,0.468657393612524,63.660048097882,1997,2011,0.0478332103800625,"no trend","good","No trend
non linear","Nearctic","non linear","Least Concern","Stable","2438655"
"697","Microtus pennsylvanicus",5222,12376,"Microtus_pennsylvanicus","Meadow vole / Chihuahua vole","Kelowna study area, 37km northwest of Kelowna, British Columbia","Canada","North America",50.066667,"-119.566667","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1993,2002,10,10,"Mammals",-0.115021709645746,0.193611911501143,0,0.536817468187026,0.726547818099464,230.643119909111,1997.5,NA,NA,NA,0.840839652039825,0.369510212389564,0.814535372238911,0.0515701082008262,-0.115021709645746,230.643119909111,NA,"stable","constant","stable_constant",-0.115021709645738,0.173806789305023,230.643119909095,1993,2002,0,"no trend","no","No trend
linear","Nearctic","linear","Least Concern","Stable","2438655"
"698","Microtus pennsylvanicus",5229,12389,"Microtus_pennsylvanicus","Meadow vole / Chihuahua vole","Summerland study area, Bald Range, 25km  west of  Summerland, British Columbia","Canada","North America",49.666667,"-119.883333","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1993,2002,10,10,"Mammals",293.15185778407,0.391487056456776,-0.0733933442937261,0.0171235939437068,0.542575694118619,-292729.024377634,1997.5,1997.12835411105,1995.36302305832,1998.89368516359,0.580295771954883,0.206071868693811,0.512430538745311,0.485570222683435,NA,NA,-0.00350013069854428,"stable","concave","stable_concave",-0.0545526693654609,0.544514996575762,110.272567644027,1993,2002,0.146786688587452,"no trend","bad","No trend
non linear","Nearctic","non linear","Least Concern","Stable","2438655"
"699","Microtus subterraneus",8469,21300,"Microtus_subterraneus","Common pine vole","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1995,2016,22,22,"Mammals",-5.21938928515279,0.138023907512402,0.00130245229229448,0.0266206618579762,0.0912262517623436,5233.44563415838,2005.5,2003.67772241315,2010.73828165982,1996.6171631664,0.0229821006411572,0.00718737960006925,0.0139462630932423,0.22718696293396,NA,NA,-9.66243942585183e-08,"stable","convex","stable_convex",0.00474685924038038,0.179457038747979,-5.0044609271104,1995,2016,0.00260490458458897,"no trend","good","No trend
non linear","Palearctic","non linear","Least Concern","Stable","2438660"
"700","Miniopterus schreibersii",8817,23153,"Miniopterus_schreibersii","Schreibers's long-fingered bat","34 roosts in the Eastern Iberian Peninsula","Spain","Europe",39.327878,"-0.521001","Mammalia","Chiroptera","Terrestrial","Palearctic","Mediterranean forests, woodlands and scrub","NULL","NULL","NULL","NULL",1997,2014,18,17,"Mammals",0.180266653508486,0.11053695412655,0,0.681835909001074,2.29771933317743,-353.039809059178,2005.5,NA,NA,NA,0.278550905779948,4.3478351692237,0.60115307754643,0.0630988562248741,0.180266653508486,-353.039809059178,NA,"stable","constant","stable_constant",0.180266653508475,0.100100839245581,-353.039809059156,1997,2014,0,"no trend","no","No trend
linear","Palearctic","linear","Vulnerable","Decreasing","9796816"
"701","Mirounga leonina",12352,106019,"Mirounga_leonina","Southern Elephant Seal","Macquarie Island, Tasmania (SiteID=53813)","Australia","Oceania",-54.62990868,"158.8809506","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","South temperate and Antarctic","NULL",1988,2017,30,28,"Mammals",-0.0145714218703079,3.22203791074473e-12,0,0.136684525861859,0.0535489716788952,38.5412330948634,2002.5,NA,NA,NA,0.014882714106361,0.0025602610427385,0.00575131880868258,0.852045254903672,-0.0145714218703079,38.5412330948634,NA,"decrease","constant","decrease_constant",-0.0145714218703081,3.23777027838047e-12,38.5412330948638,1988,2017,0,"negative","bad","Decrease
linear","South temperate and Antarctic","linear","Least Concern","Stable","2434814"
"702","Monachus monachus",945,2010,"Monachus_monachus","Mediterranean monk seal","Total","Greece","Europe",35,"20","Mammalia","Carnivora","Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","Unknown",1955,2004,50,11,"Mammals",-8.07903973619517,0.0157605128066272,0.00203055730925082,0.00885347380606216,0.426952976355301,8041.9401612093,1979.5,1989.36511158505,2000.80265957918,1973.6034093816,0.11366198699632,0.132573704740837,0.078385748358245,0.656780026562409,NA,NA,1.97432074953236e-06,"stable","convex","stable_convex",-0.0258494477064319,0.0698094075730858,57.6712335072772,1955,2004,0.00406111461850163,"no trend","good","No trend
non linear","Atlantic north temperate","non linear","Endangered","Increasing","2434779"
"703","Moschus moschiferus",7211,18687,"Moschus_moschiferus","Siberian musk deer","Sikhote-Alin State Biosphere Zapovednik, Terney, Terneiski Raion, Primorski Krai, Russia","Russian Federation","Asia",45.060425,"136.020793","Mammalia","Artiodactyla","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1972,2002,31,31,"Mammals",-5.09687883153558,0.385565723593298,0.00128183178717798,0.00401711144243771,0.162668941586628,5067.06000829307,1987,1988.1231229086,1997.97435846255,1978.27188735466,0.333769757535873,0.0239004247610835,0.319107443937315,0.222834749874643,NA,NA,5.67704893334249e-08,"stable","convex","stable_convex",-0.0028793092902922,0.446461155880873,6.27402948534302,1972,2002,0.00256366357435596,"no trend","good","No trend
non linear","Palearctic","non linear","Vulnerable","Decreasing","2440988"
"704","Mungos mungo",2461,4703,"Mungos_mungo","Banded mongoose","Queen Elizabeth National Park, Uganda","Uganda","Africa",-0.06667,"30","Mammalia","Carnivora","Terrestrial","Afrotropical","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",1997,2008,12,12,"Mammals",0.0677980758588191,0.000473299618941402,0,0.492904089683885,0.152046888246655,-130.826600625319,2002.5,NA,NA,NA,0.0571749796618407,0.0173386921691182,0.0284823515139106,0.71009424038928,0.0677980758588191,-130.826600625319,NA,"increase","constant","increase_constant",0.0677980758588202,0.000273969868059915,-130.826600625321,1997,2008,0,"positive","good","Increase
linear","Afrotropical","linear","Least Concern","Stable","5219080"
"705","Mungos mungo",2640,5245,"Mungos_mungo","Banded mongoose","'Sangere' study area, Serengeti National Park","Tanzania, United Republic Of","Africa",-2.32306,"34.78611","Mammalia","Carnivora","Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL",1980,1990,11,10,"Mammals",44.6975397575592,0.235605791267215,-0.0112557004321363,0.00656081960336252,0.081702931135243,-44373.2493602861,1985,1985.55123366391,1983.60462462544,1987.20693361147,0.104792604486061,0.00467275826926318,0.0854538786134983,0.613053834392388,NA,NA,1.88580758478814e-05,"stable","concave","stable_concave",0.0101579018916483,0.452290930014078,-18.9110740209766,1980,1990,0.0225114008642726,"no trend","bad","No trend
non linear","Afrotropical","non linear","Least Concern","Stable","5219080"
