,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Metabolism_W,Trophic,Group,Mass_Spec_Meta_Watt,Inverse_Mass_Spec_Meta_Watt
3775,4,5,Invertebrate,Copepoda,Eucalanus crassus,0.00207,1.44360645054531e-05,,,0.006973944,143.3908805
275,4,5,Invertebrate,Copepoda,Eucalanus elongatus,0.00054,2.12918860700645e-06,,,0.003942942,253.6177388
276,4,5,Invertebrate,Copepoda,Eucalanus marina,0.00082,6.22941029090419e-06,,,0.007596842,131.6336478
3780,4,5,Invertebrate,Copepoda,Eucalanus monachus,0.00145,1.57476159479775e-05,,,0.010860425,92.07742968
3781,4,5,Invertebrate,Copepoda,Eucalanus mucronatus,0.00072,1.7723732790791e-06,,,0.00246163,406.2349667
277,4,5,Invertebrate,Copepoda,Eucalanus subcrassus,0.000191,2.36580417071739e-06,,,0.012386409,80.73364751
3785,4,5,Invertebrate,Copepoda,Euchaeta antarctica,0.003,3.03976004876392e-06,,,0.001013253,986.9200042
3786,4,5,Invertebrate,Copepoda,Euchaeta marina,0.00146,5.40834139200375e-06,,,0.003704343,269.9533728
278,4,5,Invertebrate,Copepoda,Euchaeta plana,0.003,2.37e-06,,,0.00079,1265.822785
3789,4,5,Invertebrate,Copepoda,Euchaeta spp.,0.00623,5.9e-06,,,0.00094703,1055.932203
3790,4,5,Invertebrate,Copepoda,Euchirella amoena,0.00266,1.59621780686018e-05,,,0.006000819,166.6439247
279,4,5,Invertebrate,Copepoda,Euchirella bitumida,0.0094,1.0115724099046e-05,,,0.001076141,929.24638
3793,4,5,Invertebrate,Copepoda,Euchirella maxima,0.0188,1.71355326375299e-05,,,0.000911465,1097.135432
280,4,5,Invertebrate,Copepoda,Euchirella rostrata,0.00158,3.85066024671379e-06,,,0.002437127,410.3192437
3799,4,5,Invertebrate,Copepoda,Euterpina acutifrons,1.07e-05,4.86240235075231e-08,,,0.004544301,220.0558331
304,4,5,Invertebrate,Copepoda,Gaetanus antarcticus,0.0257,1.14554102435201e-05,,,0.000445736,2243.481417
3802,4,5,Invertebrate,Copepoda,Gaetanus kruppi,0.0072,4.46387825011283e-06,,,0.000619983,1612.947217
3803,4,5,Invertebrate,Copepoda,Gaetanus pileatus,0.0085,1.63075552201703e-05,,,0.001918536,521.2307967
3804,4,5,Invertebrate,Copepoda,Gaetanus tenuispinus,0.00364,1.1612566478424e-06,,,0.000319027,3134.535339
313,4,5,Invertebrate,Copepoda,Gaussia princeps,0.0328,8.30970851839976e-06,,,0.000253345,3947.190197
348,4,5,Invertebrate,Copepoda,Haloptilus longicornis,0.00022,2.65e-07,,,0.001204545,830.1886792
3811,4,5,Invertebrate,Copepoda,Hemirhabdus grimaldii,0.0382,8.67576337320317e-06,,,0.000227114,4403.070757
3812,4,5,Invertebrate,Copepoda,Heterorhabdus farrani,0.003215,7.11554318530881e-06,,,0.002213233,451.8277686
3951,4,5,Invertebrate,Copepoda,Labidocera acuta,0.00114,5.83756238108063e-06,,,0.005120669,195.2869923
3816,4,5,Invertebrate,Copepoda,Labidocera detruncata,0.00093,2.12296968312404e-05,,,0.022827631,43.80656056
3961,4,5,Invertebrate,Copepoda,Labidocera jollae,0.0416,0.000112998,,,0.002716298,368.1481088
3819,4,5,Invertebrate,Copepoda,Labidocera sp.,0.00082,6.80627882945324e-06,,,0.00830034,120.476992
3820,4,5,Invertebrate,Copepoda,Landrumius gigas,0.0309,3.16071379322505e-05,,,0.001022885,977.627271
3821,4,5,Invertebrate,Copepoda,Lucicutia bicornuta,0.0105,5.18385861303426e-06,,,0.000493701,2025.518206
3822,4,5,Invertebrate,Copepoda,Lucicutia flavicornis,0.000129,7.37e-07,,,0.005713178,175.0339213
42910,4,5,Invertebrate,Copepoda,Lucicutia maxima,0.0118,7.3797987199446e-06,,,0.000625407,1598.959599
3826,4,5,Invertebrate,Copepoda,Megacalanus princeps,0.0556,4.1031680882892e-05,,,0.00073798,1355.050507
4541,4,5,Invertebrate,Copepoda,Megacalanus sp.,0.0372,2.14266156005416e-05,,,0.000575984,1736.158463
3833,4,5,Invertebrate,Copepoda,Mesocalanus tenuicornis,0.000155,1.7230558968453e-06,,,0.01111649,89.95645486
469,4,5,Invertebrate,Copepoda,Metridia gerlachei,0.001409,3.29591960343504e-06,,,0.002339191,427.4982917
3837,4,5,Invertebrate,Copepoda,Metridia longa,0.00155,1.27623625782425e-05,,,0.008233782,121.450867
470,4,5,Invertebrate,Copepoda,Metridia pacifica,0.00074,2.68627003699678e-06,,,0.003630095,275.4749112
471,4,5,Invertebrate,Copepoda,Metridia princeps,0.0111,8.06378006471996e-06,,,0.000726467,1376.525638
3842,4,5,Invertebrate,Copepoda,Nannocalanus minor,2e-04,6.71802189497959e-07,,,0.003359011,297.7066808
5211,4,5,Invertebrate,Copepoda,Neocalanus cristatus,0.0172,9.50655630436362e-06,,,0.000552707,1809.277666
522,4,5,Invertebrate,Copepoda,Neocalanus gracilis,0.00212,8.67278341727364e-06,,,0.004090936,244.442862
523,4,5,Invertebrate,Copepoda,Neocalanus plumchrus,0.0015,4.71698851879507e-06,,,0.003144659,317.999502
3867,4,5,Invertebrate,Copepoda,Oithona davisae,3e-06,1.98746830945403e-08,,,0.006624894,150.945803
3868,4,5,Invertebrate,Copepoda,Oithona minuta,3.9e-06,8.23e-08,,,0.021102564,47.38760632
3869,4,5,Invertebrate,Copepoda,Oithona nana,2.6e-06,3.54385944491328e-08,,,0.013630229,73.36634086
3870,4,5,Invertebrate,Copepoda,Oithona plumifera,8.9e-06,1.16214695503707e-08,,,0.001305783,765.8239744
3871,4,5,Invertebrate,Copepoda,Oithona setigera,8.6e-06,3.74792392999454e-08,,,0.004358051,229.4603669
556,4,5,Invertebrate,Copepoda,Oithona similis,7e-06,2.2560451080289e-09,,,0.000322292,3102.77484
3874,4,5,Invertebrate,Copepoda,Oithona similus,7.46e-06,5.07e-08,,,0.006796247,147.1400394
3875,4,5,Invertebrate,Copepoda,Oithona tenuis,6.7e-06,2.68020141505424e-08,,,0.004000301,249.9812127
3876,4,5,Invertebrate,Copepoda,Oncaea conifera,6e-05,2.4e-07,,,0.004,250
3877,4,5,Invertebrate,Copepoda,Oncaea mediterranea,6.2e-05,2.92e-07,,,0.004709677,212.3287671
3878,4,5,Invertebrate,Copepoda,Oncaea sp.,3.08e-05,1.76e-07,,,0.005714286,175
3879,4,5,Invertebrate,Copepoda,Onchocalanus magnus,0.0124,1.87482886504739e-05,,,0.001511959,661.3937
577,4,5,Invertebrate,Copepoda,Pachyptilus pacificus,0.0158,9.82773195387744e-06,,,0.000622008,1607.695455
3882,4,5,Invertebrate,Copepoda,Paracalanus parvus,1.9e-05,2.84930670436951e-07,,,0.014996351,66.68288805
3883,4,5,Invertebrate,Copepoda,Paraeuchaeta antarctica,0.019551,1.42310863706176e-05,,,0.000727896,1373.823438
590,4,5,Invertebrate,Copepoda,Paraeuchaeta birostrata,0.0129,1.07819551374895e-05,,,0.00083581,1196.443487
3886,4,5,Invertebrate,Copepoda,Paraeuchaeta brevicauda,0.0264,2.16714089239349e-05,,,0.000820887,1218.194908
3887,4,5,Invertebrate,Copepoda,Paraeuchaeta californica,0.0137,1.48315954761813e-05,,,0.001082598,923.7037257
3888,4,5,Invertebrate,Copepoda,Paraeuchaeta japonica,0.0093,1.93253823712703e-05,,,0.002077998,481.2323928
59110,4,5,Invertebrate,Copepoda,Paraeuchaeta norvegica,0.0194,2.51363005608768e-05,,,0.001295686,771.7921718
5925,4,5,Invertebrate,Copepoda,Paraeuchaeta rubra,0.0127,9.68373588129316e-06,,,0.000762499,1311.477322
3895,4,5,Invertebrate,Copepoda,Paraeuchaeta sesquipedalis,0.0249,2.28593765227552e-05,,,0.000918047,1089.268554
3896,4,5,Invertebrate,Copepoda,Paraeuchaeta sp.,0.017,0.000103739,,,0.00610229,163.8729111
3897,4,5,Invertebrate,Copepoda,Paraeuchaeta tonsa,0.0066,1.28516494781474e-05,,,0.00194722,513.5527553
676,4,5,Invertebrate,Copepoda,Pleuromamma abdominalis,0.000415,3.14093071104497e-06,,,0.007568508,132.1264422
677,4,5,Invertebrate,Copepoda,Pleuromamma gracilis,0.00027,1.05e-06,,,0.003888889,257.1428571
678,4,5,Invertebrate,Copepoda,Pleuromamma robusta,0.0014,9.64610237792454e-06,,,0.006890073,145.1363406
3907,4,5,Invertebrate,Copepoda,Pontella danae,0.0035,1.14623248919363e-05,,,0.00327495,305.3481761
3908,4,5,Invertebrate,Copepoda,Pontella sp.,0.000345,3.02012568369709e-06,,,0.008753987,114.2336565
7071,4,5,Invertebrate,Copepoda,Pseudocalanus elongatus,5.9e-05,3.6e-07,,,0.006101695,163.8888889
3912,4,5,Invertebrate,Copepoda,Pseudocalanus minutus,6.32e-05,8.33e-07,,,0.01318038,75.87034814
3913,4,5,Invertebrate,Copepoda,Pseudochirella polyspina,0.0117,8.99975453651781e-06,,,0.00076921,1300.035457
3914,4,5,Invertebrate,Copepoda,Pseudodiaptomus marinus,7e-05,4.93289594811316e-07,,,0.007046994,141.904473
741,4,5,Invertebrate,Copepoda,Rhincalanus gigas,0.011692,6.66014842144904e-06,,,0.000569633,1755.516433
742,4,5,Invertebrate,Copepoda,Rhincalanus nasutus,0.024,8.64e-06,,,0.00036,2777.777778
753,4,5,Invertebrate,Copepoda,Sapphirina gemma,0.00071,3.49941866918614e-06,,,0.004928759,202.8908419
3926,4,5,Invertebrate,Copepoda,Scolecithrix danae,0.003,6.534e-06,,,0.002178,459.1368228
842,4,5,Invertebrate,Copepoda,Temora longicornis,6.17e-05,1.25e-06,,,0.020259319,49.36
3929,4,5,Invertebrate,Copepoda,Tortanus discaudalus,8.9e-05,2.08e-06,,,0.023370787,42.78846154
862,4,5,Invertebrate,Copepoda,Tortanus discaudatus,0.000285,2.00817955861328e-06,,,0.007046244,141.9195802
3932,4,5,Invertebrate,Copepoda,Tortanus gracilis,0.00012,4.93088230234434e-07,,,0.004109069,243.364154
8861,4,5,Invertebrate,Copepoda,Undinula vulgaris,0.000925,4.05380981276553e-06,,,0.004382497,228.1804137
3935,4,5,Invertebrate,Coronatae,Atolla vanhoeffeni,0.6,5.39985272191068e-05,,Medusae,8.99975453651781e-05,11111.41416
3936,4,5,Invertebrate,Coronatae,Atolla wyvillei,1.94,0.000118725,,Medusae,6.11983308483211e-05,16340.31494
3937,4,5,Invertebrate,Coronatae,Nausithoe rubra,2.6,0.000252713,,Medusae,9.71973489943923e-05,10288.34645
3938,4,5,Invertebrate,Coronatae,Paraphyllina ransoni,0.25,3.6898993599723e-05,,Medusae,0.000147596,6775.252537
3939,4,5,Invertebrate,Coronatae,Periphylla peryphylla,11,0.000475187,,Medusae,4.31988217752855e-05,23148.7795
3940,4,5,Invertebrate,Cumacea,Diastylis sp.,6e-04,2.19879719042924e-06,,,0.003664662,272.8764629
379,4,5,Invertebrate,Cumacea,Iphinoe sp.,0.00062,8.81618667170788e-07,,,0.001421966,703.2518969
3943,4,5,Invertebrate,Cydippida,Pleurobrachia bacheii,0.0877,2.22e-05,,,0.000253136,3950.45045
4100,4,5,Invertebrate,Decapoda,Acanthephyra acutifrons,8.64,0.004218012,,,0.000488196,2048.358371
5,4,5,Invertebrate,Decapoda,Acanthephyra curtirostris,2.29,0.000123983,,,5.41411481152906e-05,18470.24001
6,4,5,Invertebrate,Decapoda,Acanthephyra smithi,3.84,0.005153127,,,0.00134196,745.1786486
3953,4,5,Invertebrate,Decapoda,Brachyuran larvae,0.009,1.14e-05,,,0.001266667,789.4736842
1231,4,5,Invertebrate,Decapoda,Calastacus quinqueseriatus,3.21,0.000507534,,,0.00015811,6324.701754
127,4,5,Invertebrate,Decapoda,Callinectes sapidus,142.4,0.05778592,,,0.0004058,2464.268112
3962,4,5,Invertebrate,Decapoda,Cancer magister,948,0.373038,,,0.0003935,2541.296061
3963,4,5,Invertebrate,Decapoda,Cancer pagurus,460,0.035122335,,,7.63529011882303e-05,13097.07928
144,4,5,Invertebrate,Decapoda,Carcinus maenas,13.3,0.0049476,,,0.000372,2688.172043
3968,4,5,Invertebrate,Decapoda,Cherax destructor,53,0.0159,,,3e-04,3333.333333
174,4,5,Invertebrate,Decapoda,Chorismus antarcticus,2.273,0.002018746,,,0.000888142,1125.946452
175,4,5,Invertebrate,Decapoda,Cleistosoma edwardsii,0.818,0.000981764,,,0.0012002,833.1941281
179,4,5,Invertebrate,Decapoda,Coenobita compressus,3.5,0.0019747,,,0.0005642,1772.421127
190,4,5,Invertebrate,Decapoda,Crangon abyssorum,1.2,0.000269601,,,0.000224668,4451.017809
3977,4,5,Invertebrate,Decapoda,Crangon affinis,0.0506,5.07e-05,,,0.001001976,998.0276134
1911,4,5,Invertebrate,Decapoda,Crangon communis,2.91,0.001272525,,,0.000437294,2286.79162
3981,4,5,Invertebrate,Decapoda,Eriphia spinifrons,350,0.06755,,,0.000193,5181.34715
314,4,5,Invertebrate,Decapoda,Gecarcinus lateralis,20,0.00248,,,0.000124,8064.516129
3987,4,5,Invertebrate,Decapoda,Gecarcoidea natalis,160,0.075201504,,,0.000470009,2127.617033
316,4,5,Invertebrate,Decapoda,Gennadas kempi,0.55,0.000829706,,,0.001508557,662.8851159
317,4,5,Invertebrate,Decapoda,Gennadas propinquus,1.62,0.000596598,,,0.00036827,2715.398066
336,4,5,Invertebrate,Decapoda,Glyphocrangon vicaria,9.85,0.004180159,,,0.000424382,2356.369865
353,4,5,Invertebrate,Decapoda,Hemigrapsus nudus,20,0.00015,,,7.5e-06,133333.3333
354,4,5,Invertebrate,Decapoda,Hemigrapsus oregonensis,20,0.000212,,,1.06e-05,94339.62264
365,4,5,Invertebrate,Decapoda,Holthuisana transversa,2,0.0010716,,,0.0005358,1866.368048
366,4,5,Invertebrate,Decapoda,Homarus americanus,218,0.0439,,,0.000201376,4965.831435
4009,4,5,Invertebrate,Decapoda,Hyas araneus,13,0.000643,,,4.94615384615385e-05,20217.72939
3736,4,5,Invertebrate,Decapoda,Hymenodora frontalis,1.4,0.000438482,,,0.000313202,3192.830693
390,4,5,Invertebrate,Decapoda,Janicella spinicauda,0.35,0.000510176,,,0.001457646,686.037486
4014,4,5,Invertebrate,Decapoda,Jasus edwardsii,700,0.0248,,,3.54285714285714e-05,28225.80645
4015,4,5,Invertebrate,Decapoda,Libinia emarginata,123,0.0243,,,0.000197561,5061.728395
4016,4,5,Invertebrate,Decapoda,Lucifer typus,0.000466,3.73284174189151e-06,,,0.00801039,124.8378668
4017,4,5,Invertebrate,Decapoda,Lysmata sp.,0.0109,3.567586420002e-05,,,0.003273015,305.5286885
4018,4,5,Invertebrate,Decapoda,Macrobrachium acanthurus,1.7,0.001564,,,0.00092,1086.956522
4019,4,5,Invertebrate,Decapoda,Macrobrachium heterochirus,2.6,0.002314,,,0.00089,1123.595506
4020,4,5,Invertebrate,Decapoda,Macrobrachium olfersi,1.2,0.00072,,,6e-04,1666.666667
4021,4,5,Invertebrate,Decapoda,Macrobrachium potiuna,0.68,0.0003332,,,0.00049,2040.816327
4022,4,5,Invertebrate,Decapoda,Maja squinado,591,0.030083043,,,5.09019341254869e-05,19645.61892
462,4,5,Invertebrate,Decapoda,Menippe mercenaria,0.000303,1.41e-06,,,0.004653465,214.893617
4026,4,5,Invertebrate,Decapoda,Metapenaeus pruinosus,0.184,0.000341504,,,0.001856,538.7931034
4027,4,5,Invertebrate,Decapoda,Munidopsis verrilli,5.62,0.00076164,,,0.000135523,7378.818713
4028,4,5,Invertebrate,Decapoda,Notocrangon antarcticus,1,0.002549271,,,0.002549271,392.2690715
541,4,5,Invertebrate,Decapoda,Notostomus elegans,22.54,0.013550678,,,0.000601184,1663.385353
54210,4,5,Invertebrate,Decapoda,Notostomus gibbosus,10.4,0.002246339,,,0.000215994,4629.7559
54310,4,5,Invertebrate,Decapoda,Notostomus sp.,40,0.00425541,,,0.000106385,9399.79845
551,4,5,Invertebrate,Decapoda,Ocypode platytarsis,0.5,0.001122,,,0.002244,445.6327986
55210,4,5,Invertebrate,Decapoda,Ocypode quadrata,2.1,0.00219345,,,0.0010445,957.3958832
562,4,5,Invertebrate,Decapoda,Oplophorus gracilorostris,2.58,0.0074562,,,0.00289,346.0207612
563,4,5,Invertebrate,Decapoda,Oplophorus spinosus,2.92,0.004269839,,,0.001462274,683.8664813
4052,4,5,Invertebrate,Decapoda,Pachygrapsus crassipes,10,0.0024,,,0.00024,4166.666667
5761,4,5,Invertebrate,Decapoda,Pachygrapsus marmoratus,0.152,7.52e-05,,,0.000494737,2021.276596
578,4,5,Invertebrate,Decapoda,Palaemon adspersus,0.1,0.00025245,,,0.0025245,396.1180432
4064,4,5,Invertebrate,Decapoda,Palaemon peringueyi,0.146,0.000414,,,0.002835616,352.6570048
579,4,5,Invertebrate,Decapoda,Pandalopsis ampla,9.55,0.002448158,,,0.000256352,3900.892012
580,4,5,Invertebrate,Decapoda,Pandalus jordani,12.8,0.006571793,,,0.000513421,1947.717929
5811,4,5,Invertebrate,Decapoda,Pandalus platyceros,32.26,0.019972997,,,0.000619126,1615.180721
5821,4,5,Invertebrate,Decapoda,Panopeus herbstii,1,0.0003877,,,0.0003877,2579.313903
4075,4,5,Invertebrate,Decapoda,Paralomis multispina,7.64,0.002209006,,,0.000289137,3458.568368
598,4,5,Invertebrate,Decapoda,Parathelphusa hydrodromus,10,0.002177,,,0.0002177,4593.477262
608,4,5,Invertebrate,Decapoda,Pasiphaea chacei,1.73,0.002102832,,,0.00121551,822.6999741
609,4,5,Invertebrate,Decapoda,Pasiphaea emarginata,11.07,0.002667033,,,0.000240924,4150.6799
610,4,5,Invertebrate,Decapoda,Pasiphaea pacifica,1.91,0.002255606,,,0.001180946,846.7789977
6111,4,5,Invertebrate,Decapoda,Pasiphaea scotiae,0.61,0.000810389,,,0.001328506,752.7250786
4086,4,5,Invertebrate,Decapoda,Penaeus sp.,0.103,0.000244276,,,0.002371611,421.6542592
673,4,5,Invertebrate,Decapoda,Plesionika sp.,1.92,0.003502352,,,0.001824142,548.2030057
679,4,5,Invertebrate,Decapoda,Pleuroncodes planipes,3.32,0.000804,,,0.000242169,4129.353234
4091,4,5,Invertebrate,Decapoda,Sabinea septemcarinata,4.1,0.004434407,,,0.001081563,924.5882144
4092,4,5,Invertebrate,Decapoda,Sclerocrangon ferox,13,0.00495811,,,0.000381393,2621.966578
764,4,5,Invertebrate,Decapoda,Scylla serrata,0.5,0.0011164,,,0.0022328,447.8681476
769,4,5,Invertebrate,Decapoda,Sergestes bisulcatus,2.54,0.0023368,,,0.00092,1086.956522
770,4,5,Invertebrate,Decapoda,Sergestes fulgens,1.06,0.001793471,,,0.001691954,591.0326681
771,4,5,Invertebrate,Decapoda,Sergestes phorcus,3.951,0.001713406,,,0.000433664,2305.933278
772,4,5,Invertebrate,Decapoda,Sergestes similis,0.57,0.000635673,,,0.001115215,896.6880004
4111,4,5,Invertebrate,Decapoda,Sergestes sp.,0.529,0.000748,,,0.001413989,707.2192513
7731,4,5,Invertebrate,Decapoda,Sergestes tenuiremis,2.61,0.0015399,,,0.00059,1694.915254
7781,4,5,Invertebrate,Decapoda,Sesarma quadratus,0.5,0.0011725,,,0.002345,426.4392324
7821,4,5,Invertebrate,Decapoda,Sicyonia igentis,19.26,0.010694959,,,0.000555294,1800.848401
4122,4,5,Invertebrate,Decapoda,Stereomastis sculpta,16.76,0.001892805,,,0.000112936,8854.582456
824,4,5,Invertebrate,Decapoda,Systellaspis cristata,1.39,0.00038751,,,0.000278784,3587.007321
825,4,5,Invertebrate,Decapoda,Systellaspis debilis,0.369,0.000572,,,0.001550136,645.1048951
4129,4,5,Invertebrate,Decapoda,Uca leptodactyla,0.27,0.000101547,,,0.0003761,2658.867323
4130,4,5,Invertebrate,Decapoda,Uca minax,6.37,0.001217307,,,0.0001911,5232.862376
4131,4,5,Invertebrate,Decapoda,Uca mordax,2.58,0.00086946,,,0.000337,2967.35905
4132,4,5,Invertebrate,Decapoda,Uca pugilator,0.784,0.000352,,,0.00044898,2227.272727
884,4,5,Invertebrate,Decapoda,Uca pugnas,2.21,0.000393159,,,0.0001779,5621.135469
8851,4,5,Invertebrate,Decapoda,Uca rapax,2.48,0.001043584,,,0.0004208,2376.425856
4140,4,5,Invertebrate,Decapoda,Uca thayeri,4.65,0.00120063,,,0.0002582,3872.966692
895,4,5,Invertebrate,Decapoda,Xantho hydrophilus,0.906,0.000490871,,,0.0005418,1845.698768
4153,4,5,Invertebrate,Dermaptera,Euborellia annulipes,0.03176,5.56625415046416e-05,,Insecta,0.001752599,570.5812049
4154,4,5,Invertebrate,Diptera,Aedes campestris,0.00672,0.000198075,,Insecta,0.029475504,33.92647636
4155,4,5,Invertebrate,Diptera,Antrops truncipennis,0.00221,3.46464070161581e-05,,Insecta,0.015677107,63.78727811
4156,4,5,Invertebrate,Diptera,Chironomus riparius,0.001,1.08102161426385e-05,,Insecta,0.010810216,92.50508841
4157,4,5,Invertebrate,Diptera,Culex tarsalis,0.00223,1.58460311159173e-05,,Insecta,0.007105844,140.7292453
4158,4,5,Invertebrate,Diptera,Drosophila americana,0.0011,1.02730625454887e-05,,Insecta,0.009339148,107.0761514
4159,4,5,Invertebrate,Diptera,Drosophila melanogaster,0.00095,2.14861438859895e-05,,Insecta,0.022616994,44.21454148
4160,4,5,Invertebrate,Diptera,Drosophila mimica,0.00244,3.32363788236401e-05,,Insecta,0.013621467,73.41353319
4161,4,5,Invertebrate,Diptera,Drosophila nikananu,0.00049,1.30259747308812e-05,,Insecta,0.026583622,37.61714652
4162,4,5,Invertebrate,Diptera,Drosophila repleta,0.00343,2.16875764849207e-05,,Insecta,0.006322909,158.1550618
4163,4,5,Invertebrate,Diptera,Drosophila virilis,0.00167,3.06848992371788e-05,,Insecta,0.018374191,54.42416438
4164,4,5,Invertebrate,Diptera,Glossina morsitans,0.02234,8.29230865599909e-05,,Insecta,0.003711866,269.4062767
4165,4,5,Invertebrate,Diptera,Glossina pallidipes,0.03845,0.000251321,,Insecta,0.0065363,152.9917511
4166,4,5,Invertebrate,Diptera,Musca autumnalis,0.022,0.000242256,,Insecta,0.011011649,90.81292216
4167,4,5,Invertebrate,Diptera,Musca domestica,0.018,0.000394539,,Insecta,0.021918851,45.62282951
4168,4,5,Invertebrate,Diptera,Pantophthalmus tabaninus,1.746,0.002039102,,Insecta,0.001167871,856.2591914
4169,4,5,Invertebrate,Diptera,Paractora dreuxi,0.01917,0.000163765,,Insecta,0.00854276,117.0581918
4170,4,5,Invertebrate,Diptera,Paractora trichosterna,0.01326,0.000175448,,Insecta,0.013231357,75.5780379
4171,4,5,Invertebrate,Diptera,Phormia regina,0.05,0.000363586,,Insecta,0.007271717,137.5191065
4172,4,5,Invertebrate,Diptera,Pilica formidolosa,0.2,0.000530305,,Insecta,0.002651524,377.1415354
4173,4,5,Invertebrate,Diptera,Promachus sp.,0.18,0.000971845,,Insecta,0.00539914,185.2146927
4174,4,5,Invertebrate,Diptera,Protophormia terraenovae,0.025,0.000151209,,Insecta,0.00604835,165.3343609
4175,4,5,Invertebrate,Diptera,Simulium venustum,0.00253,5.77440116935969e-05,,Insecta,0.02282372,43.81406705
4176,4,5,Invertebrate,Diptera,Tabanus affinis,0.1617,7.68801085920563e-05,,Insecta,0.000475449,2103.274865
4177,4,5,Invertebrate,Enchytraeida,Unknown,2e-05,6.17e-08,,Clitellata,0.003085,324.1491086
4178,4,5,Invertebrate,Enchytraeida,Unknown,5.2e-05,1.41e-07,,Clitellata,0.002711538,368.7943262
4179,4,5,Invertebrate,Enchytraeida,Unknown,0.000114,1.91e-07,,Clitellata,0.001675439,596.8586387
4180,4,5,Invertebrate,Enchytraeida,Unknown,0.000177,1.76e-07,,Clitellata,0.00099435,1005.681818
4181,4,5,Invertebrate,Enchytraeida,Unknown,5.7e-05,2.2e-07,,Clitellata,0.003859649,259.0909091
4182,4,5,Invertebrate,Enchytraeida,Unknown,0.00019,4.63e-07,,Clitellata,0.002436842,410.3671706
4183,4,5,Invertebrate,Enchytraeida,Unknown,0.00036,4.78e-07,,Clitellata,0.001327778,753.1380753
4184,4,5,Invertebrate,Enchytraeida,Unknown,2.6e-05,7.75e-08,,Clitellata,0.002980769,335.483871
4185,4,5,Invertebrate,Enchytraeida,Unknown,6.4e-05,1.51e-07,,Clitellata,0.002359375,423.8410596
4186,4,5,Invertebrate,Enchytraeida,Unknown,0.00016,1.87e-07,,Clitellata,0.00116875,855.6149733
4187,4,5,Invertebrate,Enchytraeida,Unknown,0.000237,1.25e-07,,Clitellata,0.000527426,1896
285,4,5,Invertebrate,Euphausiacea,Euphausia crystallorophias,0.05,9.27535677057361e-05,,,0.001855071,539.0628225
4195,4,5,Invertebrate,Euphausiacea,Euphausia mutica,0.00326,3.08456283759288e-05,,,0.009461849,105.6875859
2861,4,5,Invertebrate,Euphausiacea,Euphausia pacifica,0.0338,3.70195884548995e-05,,,0.001095254,913.0301392
287,4,5,Invertebrate,Euphausiacea,Euphausia superba,0.145,0.000459339,,,0.003167853,315.6711732
4205,4,5,Invertebrate,Euphausiacea,Euphausia tricantha,0.32,0.000794052,,,0.002481414,402.9960587
4206,4,5,Invertebrate,Euphausiacea,Meganyctiphanes norvegica,0.258,0.000497,,,0.001926357,519.1146881
4207,4,5,Invertebrate,Euphausiacea,Nematoscelis atlantica,0.007,3.74e-05,,,0.005342857,187.1657754
856,4,5,Invertebrate,Euphausiacea,Thysanoessa inermis,0.00801,3.77634067842915e-05,,,0.004714533,212.1101003
857,4,5,Invertebrate,Euphausiacea,Thysanoessa macrura,0.006,1.24902892980353e-05,,,0.002081715,480.3731809
858,4,5,Invertebrate,Euphausiacea,Thysanoessa raschii,0.0466,0.000185833,,,0.00398783,250.7629478
4221,4,5,Invertebrate,Euphausiacea,Thysanopoda corn,5.88,0.004445159,,,0.000755979,1322.7874
4222,4,5,Invertebrate,Forcipulatida,Asterias rubens,10,0.00223,,,0.000223,4484.304933
4223,4,5,Invertebrate,Geophilomorpha,Unknown,0.01028,2.91592046983177e-06,,Chilopoda,0.00028365,3525.473382
4224,4,5,Invertebrate,Geophilomorpha,Unknown,0.01197,1.16636818793271e-05,,Chilopoda,0.00097441,1026.262558
4225,4,5,Invertebrate,Geophilomorpha,Unknown,0.002235,4.13851712452319e-06,,Chilopoda,0.001851686,540.0485084
4226,4,5,Invertebrate,Geophilomorpha,Unknown,0.00618,7.36747004585448e-06,,Chilopoda,0.001192147,838.8225485
4227,4,5,Invertebrate,Geophilomorpha,Unknown,0.01067,3.11090913787407e-05,,Chilopoda,0.002915566,342.9865524
4228,4,5,Invertebrate,Geophilomorpha,Unknown,0.0073,5.47790522103913e-06,,Chilopoda,0.000750398,1332.626197
4229,4,5,Invertebrate,Geophilomorpha,Unknown,0.01849,4.76789186376692e-05,,Chilopoda,0.002578633,387.8024194
4230,4,5,Invertebrate,Geophilomorpha,Unknown,0.00969,2.9009462544606e-05,,Chilopoda,0.002993753,334.0289392
4231,4,5,Invertebrate,Geophilomorpha,Unknown,0.01146,3.60464113796836e-05,,Chilopoda,0.003145411,317.9234648
4232,4,5,Invertebrate,Geophilomorpha,Unknown,0.01032,3.60464113796836e-05,,Chilopoda,0.003492869,286.2975704
4233,4,5,Invertebrate,Geophilomorpha,Unknown,0.00393,1.16325072579856e-05,,Chilopoda,0.002959926,337.8463398
4234,4,5,Invertebrate,Geophilomorpha,Unknown,0.0195,2.90172382317576e-05,,Chilopoda,0.001488063,672.0143331
4235,4,5,Invertebrate,Geophilomorpha,Unknown,0.01314,2.77225058172172e-05,,Chilopoda,0.00210978,473.9831272
4236,4,5,Invertebrate,Geophilomorpha,Unknown,0.01186,4.31831340614345e-06,,Chilopoda,0.000364107,2746.442623
